Causas (lista reducida);Sexo;Provincia de residencia;Total
054 Enfermedades hipertensivas;Hombres;19 Guadalajara;20
054 Enfermedades hipertensivas;Hombres;21 Huelva;53
054 Enfermedades hipertensivas;Hombres;22 Huesca;23
054 Enfermedades hipertensivas;Hombres;23 Jaén;79
054 Enfermedades hipertensivas;Hombres;24 León;66
054 Enfermedades hipertensivas;Hombres;25 Lleida;47
054 Enfermedades hipertensivas;Hombres;27 Lugo;56
054 Enfermedades hipertensivas;Hombres;28 Madrid;303
054 Enfermedades hipertensivas;Hombres;29 Málaga;131
054 Enfermedades hipertensivas;Hombres;30 Murcia;102
054 Enfermedades hipertensivas;Hombres;31 Navarra;62
054 Enfermedades hipertensivas;Hombres;32 Ourense;38
054 Enfermedades hipertensivas;Hombres;34 Palencia;16
054 Enfermedades hipertensivas;Hombres;36 Pontevedra;58
054 Enfermedades hipertensivas;Hombres;26 Rioja, La;29
054 Enfermedades hipertensivas;Hombres;37 Salamanca;44
054 Enfermedades hipertensivas;Hombres;40 Segovia;11
054 Enfermedades hipertensivas;Hombres;41 Sevilla;96
054 Enfermedades hipertensivas;Hombres;42 Soria;9
054 Enfermedades hipertensivas;Hombres;43 Tarragona;65
054 Enfermedades hipertensivas;Hombres;44 Teruel;20
054 Enfermedades hipertensivas;Hombres;45 Toledo;52
054 Enfermedades hipertensivas;Hombres;46 Valencia/València;219
054 Enfermedades hipertensivas;Hombres;47 Valladolid;43
054 Enfermedades hipertensivas;Hombres;49 Zamora;28
054 Enfermedades hipertensivas;Hombres;50 Zaragoza;67
055 Infarto agudo de miocardio;Hombres;02 Albacete;70
055 Infarto agudo de miocardio;Hombres;03 Alicante/Alacant;320
055 Infarto agudo de miocardio;Hombres;04 Almería;110
055 Infarto agudo de miocardio;Hombres;01 Araba/Álava;27
055 Infarto agudo de miocardio;Hombres;33 Asturias;365
055 Infarto agudo de miocardio;Hombres;05 Ávila;45
055 Infarto agudo de miocardio;Hombres;06 Badajoz;128
055 Infarto agudo de miocardio;Hombres;08 Barcelona;614
055 Infarto agudo de miocardio;Hombres;48 Bizkaia;155
055 Infarto agudo de miocardio;Hombres;09 Burgos;84
055 Infarto agudo de miocardio;Hombres;10 Cáceres;111
055 Infarto agudo de miocardio;Hombres;11 Cádiz;236
055 Infarto agudo de miocardio;Hombres;39 Cantabria;76
055 Infarto agudo de miocardio;Hombres;12 Castellón/Castelló;93
055 Infarto agudo de miocardio;Hombres;13 Ciudad Real;118
055 Infarto agudo de miocardio;Hombres;14 Córdoba;150
055 Infarto agudo de miocardio;Hombres;15 Coruña, A;206
055 Infarto agudo de miocardio;Hombres;16 Cuenca;39
055 Infarto agudo de miocardio;Hombres;20 Gipuzkoa;66
055 Infarto agudo de miocardio;Hombres;17 Girona;131
055 Infarto agudo de miocardio;Hombres;18 Granada;279
055 Infarto agudo de miocardio;Hombres;19 Guadalajara;55
055 Infarto agudo de miocardio;Hombres;21 Huelva;86
055 Infarto agudo de miocardio;Hombres;22 Huesca;40
055 Infarto agudo de miocardio;Hombres;23 Jaén;141
055 Infarto agudo de miocardio;Hombres;24 León;121
055 Infarto agudo de miocardio;Hombres;25 Lleida;74
055 Infarto agudo de miocardio;Hombres;27 Lugo;89
055 Infarto agudo de miocardio;Hombres;28 Madrid;874
055 Infarto agudo de miocardio;Hombres;29 Málaga;229
055 Infarto agudo de miocardio;Hombres;30 Murcia;208
055 Infarto agudo de miocardio;Hombres;31 Navarra;106
055 Infarto agudo de miocardio;Hombres;32 Ourense;98
055 Infarto agudo de miocardio;Hombres;34 Palencia;58
055 Infarto agudo de miocardio;Hombres;36 Pontevedra;142
055 Infarto agudo de miocardio;Hombres;26 Rioja, La;61
055 Infarto agudo de miocardio;Hombres;37 Salamanca;93
055 Infarto agudo de miocardio;Hombres;40 Segovia;31
055 Infarto agudo de miocardio;Hombres;41 Sevilla;474
055 Infarto agudo de miocardio;Hombres;42 Soria;25
055 Infarto agudo de miocardio;Hombres;43 Tarragona;100
055 Infarto agudo de miocardio;Hombres;44 Teruel;32
055 Infarto agudo de miocardio;Hombres;45 Toledo;123
055 Infarto agudo de miocardio;Hombres;46 Valencia/València;399
055 Infarto agudo de miocardio;Hombres;47 Valladolid;133
055 Infarto agudo de miocardio;Hombres;49 Zamora;62
055 Infarto agudo de miocardio;Hombres;50 Zaragoza;184
056 Otras enfermedades isquémicas del corazón;Hombres;02 Albacete;85
056 Otras enfermedades isquémicas del corazón;Hombres;03 Alicante/Alacant;511
056 Otras enfermedades isquémicas del corazón;Hombres;04 Almería;102
056 Otras enfermedades isquémicas del corazón;Hombres;01 Araba/Álava;46
056 Otras enfermedades isquémicas del corazón;Hombres;33 Asturias;258
056 Otras enfermedades isquémicas del corazón;Hombres;05 Ávila;39
056 Otras enfermedades isquémicas del corazón;Hombres;06 Badajoz;137
056 Otras enfermedades isquémicas del corazón;Hombres;08 Barcelona;1.039
056 Otras enfermedades isquémicas del corazón;Hombres;48 Bizkaia;297
056 Otras enfermedades isquémicas del corazón;Hombres;09 Burgos;62
056 Otras enfermedades isquémicas del corazón;Hombres;10 Cáceres;65
056 Otras enfermedades isquémicas del corazón;Hombres;11 Cádiz;267
056 Otras enfermedades isquémicas del corazón;Hombres;39 Cantabria;140
056 Otras enfermedades isquémicas del corazón;Hombres;12 Castellón/Castelló;106
056 Otras enfermedades isquémicas del corazón;Hombres;13 Ciudad Real;73
056 Otras enfermedades isquémicas del corazón;Hombres;14 Córdoba;141
056 Otras enfermedades isquémicas del corazón;Hombres;15 Coruña, A;317
056 Otras enfermedades isquémicas del corazón;Hombres;16 Cuenca;35
056 Otras enfermedades isquémicas del corazón;Hombres;20 Gipuzkoa;115
056 Otras enfermedades isquémicas del corazón;Hombres;17 Girona;123
056 Otras enfermedades isquémicas del corazón;Hombres;18 Granada;143
056 Otras enfermedades isquémicas del corazón;Hombres;19 Guadalajara;35
056 Otras enfermedades isquémicas del corazón;Hombres;21 Huelva;100
056 Otras enfermedades isquémicas del corazón;Hombres;22 Huesca;49
056 Otras enfermedades isquémicas del corazón;Hombres;23 Jaén;99
056 Otras enfermedades isquémicas del corazón;Hombres;24 León;119
056 Otras enfermedades isquémicas del corazón;Hombres;25 Lleida;53
056 Otras enfermedades isquémicas del corazón;Hombres;27 Lugo;119
056 Otras enfermedades isquémicas del corazón;Hombres;28 Madrid;905
056 Otras enfermedades isquémicas del corazón;Hombres;29 Málaga;393
056 Otras enfermedades isquémicas del corazón;Hombres;30 Murcia;312
056 Otras enfermedades isquémicas del corazón;Hombres;31 Navarra;107
056 Otras enfermedades isquémicas del corazón;Hombres;32 Ourense;86
056 Otras enfermedades isquémicas del corazón;Hombres;34 Palencia;39
056 Otras enfermedades isquémicas del corazón;Hombres;36 Pontevedra;210
056 Otras enfermedades isquémicas del corazón;Hombres;26 Rioja, La;55
056 Otras enfermedades isquémicas del corazón;Hombres;37 Salamanca;71
056 Otras enfermedades isquémicas del corazón;Hombres;40 Segovia;32
056 Otras enfermedades isquémicas del corazón;Hombres;41 Sevilla;395
056 Otras enfermedades isquémicas del corazón;Hombres;42 Soria;25
056 Otras enfermedades isquémicas del corazón;Hombres;43 Tarragona;149
056 Otras enfermedades isquémicas del corazón;Hombres;44 Teruel;42
056 Otras enfermedades isquémicas del corazón;Hombres;45 Toledo;109
056 Otras enfermedades isquémicas del corazón;Hombres;46 Valencia/València;530
056 Otras enfermedades isquémicas del corazón;Hombres;47 Valladolid;114
056 Otras enfermedades isquémicas del corazón;Hombres;49 Zamora;45
056 Otras enfermedades isquémicas del corazón;Hombres;50 Zaragoza;205
057 Insuficiencia cardíaca;Hombres;02 Albacete;59
057 Insuficiencia cardíaca;Hombres;03 Alicante/Alacant;279
057 Insuficiencia cardíaca;Hombres;04 Almería;61
057 Insuficiencia cardíaca;Hombres;01 Araba/Álava;43
057 Insuficiencia cardíaca;Hombres;33 Asturias;199
057 Insuficiencia cardíaca;Hombres;05 Ávila;41
057 Insuficiencia cardíaca;Hombres;06 Badajoz;96
057 Insuficiencia cardíaca;Hombres;08 Barcelona;772
057 Insuficiencia cardíaca;Hombres;48 Bizkaia;147
057 Insuficiencia cardíaca;Hombres;09 Burgos;74
057 Insuficiencia cardíaca;Hombres;10 Cáceres;62
057 Insuficiencia cardíaca;Hombres;11 Cádiz;142
057 Insuficiencia cardíaca;Hombres;39 Cantabria;92
057 Insuficiencia cardíaca;Hombres;12 Castellón/Castelló;132
057 Insuficiencia cardíaca;Hombres;13 Ciudad Real;75
057 Insuficiencia cardíaca;Hombres;14 Córdoba;136
057 Insuficiencia cardíaca;Hombres;15 Coruña, A;230
057 Insuficiencia cardíaca;Hombres;16 Cuenca;46
057 Insuficiencia cardíaca;Hombres;20 Gipuzkoa;143
057 Insuficiencia cardíaca;Hombres;17 Girona;103
057 Insuficiencia cardíaca;Hombres;18 Granada;144
057 Insuficiencia cardíaca;Hombres;19 Guadalajara;30
057 Insuficiencia cardíaca;Hombres;21 Huelva;81
057 Insuficiencia cardíaca;Hombres;22 Huesca;48
057 Insuficiencia cardíaca;Hombres;23 Jaén;101
057 Insuficiencia cardíaca;Hombres;24 León;122
057 Insuficiencia cardíaca;Hombres;25 Lleida;129
057 Insuficiencia cardíaca;Hombres;27 Lugo;90
057 Insuficiencia cardíaca;Hombres;28 Madrid;784
057 Insuficiencia cardíaca;Hombres;29 Málaga;209
057 Insuficiencia cardíaca;Hombres;30 Murcia;196
057 Insuficiencia cardíaca;Hombres;31 Navarra;69
057 Insuficiencia cardíaca;Hombres;32 Ourense;73
057 Insuficiencia cardíaca;Hombres;34 Palencia;57
057 Insuficiencia cardíaca;Hombres;36 Pontevedra;191
057 Insuficiencia cardíaca;Hombres;26 Rioja, La;48
057 Insuficiencia cardíaca;Hombres;37 Salamanca;66
057 Insuficiencia cardíaca;Hombres;40 Segovia;30
057 Insuficiencia cardíaca;Hombres;41 Sevilla;372
057 Insuficiencia cardíaca;Hombres;42 Soria;20
057 Insuficiencia cardíaca;Hombres;43 Tarragona;94
057 Insuficiencia cardíaca;Hombres;44 Teruel;38
057 Insuficiencia cardíaca;Hombres;45 Toledo;98
057 Insuficiencia cardíaca;Hombres;46 Valencia/València;538
057 Insuficiencia cardíaca;Hombres;47 Valladolid;66
057 Insuficiencia cardíaca;Hombres;49 Zamora;70
057 Insuficiencia cardíaca;Hombres;50 Zaragoza;207
058 Otras enfermedades del corazón;Hombres;02 Albacete;96
058 Otras enfermedades del corazón;Hombres;03 Alicante/Alacant;410
058 Otras enfermedades del corazón;Hombres;04 Almería;122
058 Otras enfermedades del corazón;Hombres;01 Araba/Álava;85
058 Otras enfermedades del corazón;Hombres;33 Asturias;357
058 Otras enfermedades del corazón;Hombres;05 Ávila;55
058 Otras enfermedades del corazón;Hombres;06 Badajoz;197
058 Otras enfermedades del corazón;Hombres;08 Barcelona;1.188
058 Otras enfermedades del corazón;Hombres;48 Bizkaia;378
058 Otras enfermedades del corazón;Hombres;09 Burgos;106
058 Otras enfermedades del corazón;Hombres;10 Cáceres;119
058 Otras enfermedades del corazón;Hombres;11 Cádiz;231
058 Otras enfermedades del corazón;Hombres;39 Cantabria;171
058 Otras enfermedades del corazón;Hombres;12 Castellón/Castelló;106
058 Otras enfermedades del corazón;Hombres;13 Ciudad Real;130
058 Otras enfermedades del corazón;Hombres;14 Córdoba;239
058 Otras enfermedades del corazón;Hombres;15 Coruña, A;381
058 Otras enfermedades del corazón;Hombres;16 Cuenca;58
058 Otras enfermedades del corazón;Hombres;20 Gipuzkoa;207
058 Otras enfermedades del corazón;Hombres;17 Girona;180
058 Otras enfermedades del corazón;Hombres;18 Granada;147
058 Otras enfermedades del corazón;Hombres;19 Guadalajara;56
058 Otras enfermedades del corazón;Hombres;21 Huelva;112
058 Otras enfermedades del corazón;Hombres;22 Huesca;69
058 Otras enfermedades del corazón;Hombres;23 Jaén;169
058 Otras enfermedades del corazón;Hombres;24 León;183
058 Otras enfermedades del corazón;Hombres;25 Lleida;90
058 Otras enfermedades del corazón;Hombres;27 Lugo;183
058 Otras enfermedades del corazón;Hombres;28 Madrid;1.001
058 Otras enfermedades del corazón;Hombres;29 Málaga;352
058 Otras enfermedades del corazón;Hombres;30 Murcia;288
058 Otras enfermedades del corazón;Hombres;31 Navarra;140
058 Otras enfermedades del corazón;Hombres;32 Ourense;141
058 Otras enfermedades del corazón;Hombres;34 Palencia;48
058 Otras enfermedades del corazón;Hombres;36 Pontevedra;268
058 Otras enfermedades del corazón;Hombres;26 Rioja, La;104
058 Otras enfermedades del corazón;Hombres;37 Salamanca;94
058 Otras enfermedades del corazón;Hombres;40 Segovia;43
058 Otras enfermedades del corazón;Hombres;41 Sevilla;391
058 Otras enfermedades del corazón;Hombres;42 Soria;40
058 Otras enfermedades del corazón;Hombres;43 Tarragona;198
058 Otras enfermedades del corazón;Hombres;44 Teruel;54
058 Otras enfermedades del corazón;Hombres;45 Toledo;155
058 Otras enfermedades del corazón;Hombres;46 Valencia/València;541
058 Otras enfermedades del corazón;Hombres;47 Valladolid;89
058 Otras enfermedades del corazón;Hombres;49 Zamora;66
058 Otras enfermedades del corazón;Hombres;50 Zaragoza;240
059 Enfermedades cerebrovasculares;Hombres;02 Albacete;116
059 Enfermedades cerebrovasculares;Hombres;03 Alicante/Alacant;424
059 Enfermedades cerebrovasculares;Hombres;04 Almería;144
059 Enfermedades cerebrovasculares;Hombres;01 Araba/Álava;66
059 Enfermedades cerebrovasculares;Hombres;33 Asturias;308
059 Enfermedades cerebrovasculares;Hombres;05 Ávila;61
059 Enfermedades cerebrovasculares;Hombres;06 Badajoz;188
059 Enfermedades cerebrovasculares;Hombres;08 Barcelona;1.074
059 Enfermedades cerebrovasculares;Hombres;48 Bizkaia;289
059 Enfermedades cerebrovasculares;Hombres;09 Burgos;90
059 Enfermedades cerebrovasculares;Hombres;10 Cáceres;107
059 Enfermedades cerebrovasculares;Hombres;11 Cádiz;352
059 Enfermedades cerebrovasculares;Hombres;39 Cantabria;146
059 Enfermedades cerebrovasculares;Hombres;12 Castellón/Castelló;151
059 Enfermedades cerebrovasculares;Hombres;13 Ciudad Real;140
059 Enfermedades cerebrovasculares;Hombres;14 Córdoba;246
059 Enfermedades cerebrovasculares;Hombres;15 Coruña, A;344
059 Enfermedades cerebrovasculares;Hombres;16 Cuenca;79
059 Enfermedades cerebrovasculares;Hombres;20 Gipuzkoa;183
059 Enfermedades cerebrovasculares;Hombres;17 Girona;145
059 Enfermedades cerebrovasculares;Hombres;18 Granada;243
059 Enfermedades cerebrovasculares;Hombres;19 Guadalajara;43
059 Enfermedades cerebrovasculares;Hombres;21 Huelva;139
059 Enfermedades cerebrovasculares;Hombres;22 Huesca;70
059 Enfermedades cerebrovasculares;Hombres;23 Jaén;184
059 Enfermedades cerebrovasculares;Hombres;24 León;149
059 Enfermedades cerebrovasculares;Hombres;25 Lleida;120
059 Enfermedades cerebrovasculares;Hombres;27 Lugo;127
059 Enfermedades cerebrovasculares;Hombres;28 Madrid;985
059 Enfermedades cerebrovasculares;Hombres;29 Málaga;406
059 Enfermedades cerebrovasculares;Hombres;30 Murcia;379
059 Enfermedades cerebrovasculares;Hombres;31 Navarra;136
059 Enfermedades cerebrovasculares;Hombres;32 Ourense;149
059 Enfermedades cerebrovasculares;Hombres;34 Palencia;58
059 Enfermedades cerebrovasculares;Hombres;36 Pontevedra;242
059 Enfermedades cerebrovasculares;Hombres;26 Rioja, La;96
059 Enfermedades cerebrovasculares;Hombres;37 Salamanca;98
059 Enfermedades cerebrovasculares;Hombres;40 Segovia;36
059 Enfermedades cerebrovasculares;Hombres;41 Sevilla;552
059 Enfermedades cerebrovasculares;Hombres;42 Soria;33
059 Enfermedades cerebrovasculares;Hombres;43 Tarragona;189
059 Enfermedades cerebrovasculares;Hombres;44 Teruel;79
059 Enfermedades cerebrovasculares;Hombres;45 Toledo;145
059 Enfermedades cerebrovasculares;Hombres;46 Valencia/València;639
059 Enfermedades cerebrovasculares;Hombres;47 Valladolid;106
059 Enfermedades cerebrovasculares;Hombres;49 Zamora;75
059 Enfermedades cerebrovasculares;Hombres;50 Zaragoza;294
060 Aterosclerosis;Hombres;02 Albacete;11
060 Aterosclerosis;Hombres;03 Alicante/Alacant;15
060 Aterosclerosis;Hombres;04 Almería;7
060 Aterosclerosis;Hombres;01 Araba/Álava;8
060 Aterosclerosis;Hombres;33 Asturias;24
060 Aterosclerosis;Hombres;05 Ávila;4
060 Aterosclerosis;Hombres;06 Badajoz;5
060 Aterosclerosis;Hombres;08 Barcelona;43
060 Aterosclerosis;Hombres;48 Bizkaia;26
060 Aterosclerosis;Hombres;09 Burgos;3
060 Aterosclerosis;Hombres;10 Cáceres;7
060 Aterosclerosis;Hombres;11 Cádiz;11
060 Aterosclerosis;Hombres;39 Cantabria;7
060 Aterosclerosis;Hombres;12 Castellón/Castelló;7
060 Aterosclerosis;Hombres;13 Ciudad Real;5
060 Aterosclerosis;Hombres;14 Córdoba;9
060 Aterosclerosis;Hombres;15 Coruña, A;27
060 Aterosclerosis;Hombres;16 Cuenca;4
060 Aterosclerosis;Hombres;20 Gipuzkoa;10
060 Aterosclerosis;Hombres;17 Girona;5
060 Aterosclerosis;Hombres;18 Granada;15
060 Aterosclerosis;Hombres;19 Guadalajara;5
060 Aterosclerosis;Hombres;21 Huelva;16
060 Aterosclerosis;Hombres;22 Huesca;3
060 Aterosclerosis;Hombres;23 Jaén;6
060 Aterosclerosis;Hombres;24 León;7
060 Aterosclerosis;Hombres;25 Lleida;4
060 Aterosclerosis;Hombres;27 Lugo;9
060 Aterosclerosis;Hombres;28 Madrid;42
060 Aterosclerosis;Hombres;29 Málaga;34
060 Aterosclerosis;Hombres;30 Murcia;14
060 Aterosclerosis;Hombres;31 Navarra;4
060 Aterosclerosis;Hombres;32 Ourense;4
060 Aterosclerosis;Hombres;34 Palencia;2
060 Aterosclerosis;Hombres;36 Pontevedra;12
060 Aterosclerosis;Hombres;26 Rioja, La;7
060 Aterosclerosis;Hombres;37 Salamanca;5
060 Aterosclerosis;Hombres;40 Segovia;2
060 Aterosclerosis;Hombres;41 Sevilla;18
060 Aterosclerosis;Hombres;42 Soria;1
060 Aterosclerosis;Hombres;43 Tarragona;15
060 Aterosclerosis;Hombres;44 Teruel;0
060 Aterosclerosis;Hombres;45 Toledo;9
060 Aterosclerosis;Hombres;46 Valencia/València;41
060 Aterosclerosis;Hombres;47 Valladolid;8
060 Aterosclerosis;Hombres;49 Zamora;7
060 Aterosclerosis;Hombres;50 Zaragoza;13
061 Otras enfermedades de los vasos sanguíneos;Hombres;02 Albacete;21
061 Otras enfermedades de los vasos sanguíneos;Hombres;03 Alicante/Alacant;104
061 Otras enfermedades de los vasos sanguíneos;Hombres;04 Almería;17
061 Otras enfermedades de los vasos sanguíneos;Hombres;01 Araba/Álava;19
061 Otras enfermedades de los vasos sanguíneos;Hombres;33 Asturias;58
061 Otras enfermedades de los vasos sanguíneos;Hombres;05 Ávila;11
061 Otras enfermedades de los vasos sanguíneos;Hombres;06 Badajoz;40
061 Otras enfermedades de los vasos sanguíneos;Hombres;08 Barcelona;335
061 Otras enfermedades de los vasos sanguíneos;Hombres;48 Bizkaia;80
061 Otras enfermedades de los vasos sanguíneos;Hombres;09 Burgos;22
061 Otras enfermedades de los vasos sanguíneos;Hombres;10 Cáceres;34
061 Otras enfermedades de los vasos sanguíneos;Hombres;11 Cádiz;62
061 Otras enfermedades de los vasos sanguíneos;Hombres;39 Cantabria;59
061 Otras enfermedades de los vasos sanguíneos;Hombres;12 Castellón/Castelló;33
061 Otras enfermedades de los vasos sanguíneos;Hombres;13 Ciudad Real;20
061 Otras enfermedades de los vasos sanguíneos;Hombres;14 Córdoba;55
061 Otras enfermedades de los vasos sanguíneos;Hombres;15 Coruña, A;70
061 Otras enfermedades de los vasos sanguíneos;Hombres;16 Cuenca;17
061 Otras enfermedades de los vasos sanguíneos;Hombres;20 Gipuzkoa;38
061 Otras enfermedades de los vasos sanguíneos;Hombres;17 Girona;54
061 Otras enfermedades de los vasos sanguíneos;Hombres;18 Granada;43
061 Otras enfermedades de los vasos sanguíneos;Hombres;19 Guadalajara;14
061 Otras enfermedades de los vasos sanguíneos;Hombres;21 Huelva;38
061 Otras enfermedades de los vasos sanguíneos;Hombres;22 Huesca;18
061 Otras enfermedades de los vasos sanguíneos;Hombres;23 Jaén;41
061 Otras enfermedades de los vasos sanguíneos;Hombres;24 León;29
061 Otras enfermedades de los vasos sanguíneos;Hombres;25 Lleida;26
061 Otras enfermedades de los vasos sanguíneos;Hombres;27 Lugo;30
061 Otras enfermedades de los vasos sanguíneos;Hombres;28 Madrid;284
061 Otras enfermedades de los vasos sanguíneos;Hombres;29 Málaga;93
061 Otras enfermedades de los vasos sanguíneos;Hombres;30 Murcia;65
061 Otras enfermedades de los vasos sanguíneos;Hombres;31 Navarra;39
061 Otras enfermedades de los vasos sanguíneos;Hombres;32 Ourense;16
061 Otras enfermedades de los vasos sanguíneos;Hombres;34 Palencia;13
061 Otras enfermedades de los vasos sanguíneos;Hombres;36 Pontevedra;65
061 Otras enfermedades de los vasos sanguíneos;Hombres;26 Rioja, La;21
061 Otras enfermedades de los vasos sanguíneos;Hombres;37 Salamanca;23
061 Otras enfermedades de los vasos sanguíneos;Hombres;40 Segovia;11
061 Otras enfermedades de los vasos sanguíneos;Hombres;41 Sevilla;90
061 Otras enfermedades de los vasos sanguíneos;Hombres;42 Soria;9
061 Otras enfermedades de los vasos sanguíneos;Hombres;43 Tarragona;56
061 Otras enfermedades de los vasos sanguíneos;Hombres;44 Teruel;7
061 Otras enfermedades de los vasos sanguíneos;Hombres;45 Toledo;36
061 Otras enfermedades de los vasos sanguíneos;Hombres;46 Valencia/València;152
061 Otras enfermedades de los vasos sanguíneos;Hombres;47 Valladolid;46
061 Otras enfermedades de los vasos sanguíneos;Hombres;49 Zamora;19
061 Otras enfermedades de los vasos sanguíneos;Hombres;50 Zaragoza;69
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;02 Albacete;11
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;03 Alicante/Alacant;27
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;04 Almería;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;01 Araba/Álava;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;33 Asturias;21
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;05 Ávila;2
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;06 Badajoz;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;08 Barcelona;88
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;48 Bizkaia;37
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;09 Burgos;5
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;10 Cáceres;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;11 Cádiz;7
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;39 Cantabria;13
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;12 Castellón/Castelló;9
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;13 Ciudad Real;11
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;14 Córdoba;2
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;15 Coruña, A;14
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;16 Cuenca;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;20 Gipuzkoa;14
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;17 Girona;10
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;18 Granada;14
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;19 Guadalajara;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;21 Huelva;7
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;22 Huesca;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;23 Jaén;12
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;24 León;9
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;25 Lleida;13
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;27 Lugo;6
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;28 Madrid;53
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;29 Málaga;15
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;30 Murcia;32
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;31 Navarra;9
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;32 Ourense;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;34 Palencia;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;36 Pontevedra;7
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;26 Rioja, La;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;37 Salamanca;10
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;40 Segovia;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;41 Sevilla;28
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;42 Soria;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;43 Tarragona;12
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;44 Teruel;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;45 Toledo;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;46 Valencia/València;44
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;47 Valladolid;15
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;49 Zamora;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;50 Zaragoza;20
063 Neumonía;Hombres;02 Albacete;48
063 Neumonía;Hombres;03 Alicante/Alacant;164
063 Neumonía;Hombres;04 Almería;60
063 Neumonía;Hombres;01 Araba/Álava;28
063 Neumonía;Hombres;33 Asturias;119
063 Neumonía;Hombres;05 Ávila;28
063 Neumonía;Hombres;06 Badajoz;117
063 Neumonía;Hombres;08 Barcelona;419
063 Neumonía;Hombres;48 Bizkaia;89
063 Neumonía;Hombres;09 Burgos;52
063 Neumonía;Hombres;10 Cáceres;72
063 Neumonía;Hombres;11 Cádiz;70
063 Neumonía;Hombres;39 Cantabria;74
063 Neumonía;Hombres;12 Castellón/Castelló;59
