Causas (lista reducida);Sexo;Provincia de residencia;Total
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;12 Castellón/Castelló;28
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;13 Ciudad Real;28
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;14 Córdoba;45
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;15 Coruña, A;96
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;16 Cuenca;11
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;20 Gipuzkoa;49
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;17 Girona;68
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;18 Granada;59
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;19 Guadalajara;10
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;21 Huelva;20
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;22 Huesca;12
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;23 Jaén;35
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;24 León;37
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;25 Lleida;23
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;27 Lugo;28
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;28 Madrid;339
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;29 Málaga;69
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;30 Murcia;81
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;31 Navarra;46
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;32 Ourense;27
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;34 Palencia;16
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;36 Pontevedra;77
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;26 Rioja, La;15
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;37 Salamanca;23
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;40 Segovia;10
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;41 Sevilla;101
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;42 Soria;8
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;43 Tarragona;47
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;44 Teruel;6
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;45 Toledo;42
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;46 Valencia/València;130
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;47 Valladolid;28
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;49 Zamora;23
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;50 Zaragoza;57
037 Leucemia;Hombres;02 Albacete;21
037 Leucemia;Hombres;03 Alicante/Alacant;48
037 Leucemia;Hombres;04 Almería;18
037 Leucemia;Hombres;01 Araba/Álava;12
037 Leucemia;Hombres;33 Asturias;61
037 Leucemia;Hombres;05 Ávila;10
037 Leucemia;Hombres;06 Badajoz;35
037 Leucemia;Hombres;08 Barcelona;237
037 Leucemia;Hombres;48 Bizkaia;58
037 Leucemia;Hombres;09 Burgos;17
037 Leucemia;Hombres;10 Cáceres;22
037 Leucemia;Hombres;11 Cádiz;32
037 Leucemia;Hombres;39 Cantabria;24
037 Leucemia;Hombres;12 Castellón/Castelló;18
037 Leucemia;Hombres;13 Ciudad Real;28
037 Leucemia;Hombres;14 Córdoba;31
037 Leucemia;Hombres;15 Coruña, A;56
037 Leucemia;Hombres;16 Cuenca;14
037 Leucemia;Hombres;20 Gipuzkoa;33
037 Leucemia;Hombres;17 Girona;21
037 Leucemia;Hombres;18 Granada;39
037 Leucemia;Hombres;19 Guadalajara;10
037 Leucemia;Hombres;21 Huelva;12
037 Leucemia;Hombres;22 Huesca;13
037 Leucemia;Hombres;23 Jaén;26
037 Leucemia;Hombres;24 León;31
037 Leucemia;Hombres;25 Lleida;19
037 Leucemia;Hombres;27 Lugo;24
037 Leucemia;Hombres;28 Madrid;278
037 Leucemia;Hombres;29 Málaga;49
037 Leucemia;Hombres;30 Murcia;49
037 Leucemia;Hombres;31 Navarra;21
037 Leucemia;Hombres;32 Ourense;25
037 Leucemia;Hombres;34 Palencia;6
037 Leucemia;Hombres;36 Pontevedra;33
037 Leucemia;Hombres;26 Rioja, La;18
037 Leucemia;Hombres;37 Salamanca;33
037 Leucemia;Hombres;40 Segovia;2
037 Leucemia;Hombres;41 Sevilla;59
037 Leucemia;Hombres;42 Soria;2
037 Leucemia;Hombres;43 Tarragona;31
037 Leucemia;Hombres;44 Teruel;12
037 Leucemia;Hombres;45 Toledo;27
037 Leucemia;Hombres;46 Valencia/València;107
037 Leucemia;Hombres;47 Valladolid;40
037 Leucemia;Hombres;49 Zamora;17
037 Leucemia;Hombres;50 Zaragoza;37
038 Tumores in situ;Hombres;02 Albacete;0
038 Tumores in situ;Hombres;03 Alicante/Alacant;0
038 Tumores in situ;Hombres;04 Almería;0
038 Tumores in situ;Hombres;01 Araba/Álava;0
038 Tumores in situ;Hombres;33 Asturias;0
038 Tumores in situ;Hombres;05 Ávila;0
038 Tumores in situ;Hombres;06 Badajoz;0
038 Tumores in situ;Hombres;08 Barcelona;2
038 Tumores in situ;Hombres;48 Bizkaia;0
038 Tumores in situ;Hombres;09 Burgos;0
038 Tumores in situ;Hombres;10 Cáceres;0
038 Tumores in situ;Hombres;11 Cádiz;0
038 Tumores in situ;Hombres;39 Cantabria;0
038 Tumores in situ;Hombres;12 Castellón/Castelló;0
038 Tumores in situ;Hombres;13 Ciudad Real;0
038 Tumores in situ;Hombres;14 Córdoba;0
038 Tumores in situ;Hombres;15 Coruña, A;0
038 Tumores in situ;Hombres;16 Cuenca;1
038 Tumores in situ;Hombres;20 Gipuzkoa;0
038 Tumores in situ;Hombres;17 Girona;0
038 Tumores in situ;Hombres;18 Granada;0
038 Tumores in situ;Hombres;19 Guadalajara;0
038 Tumores in situ;Hombres;21 Huelva;0
038 Tumores in situ;Hombres;22 Huesca;0
038 Tumores in situ;Hombres;23 Jaén;0
038 Tumores in situ;Hombres;24 León;0
038 Tumores in situ;Hombres;25 Lleida;1
038 Tumores in situ;Hombres;27 Lugo;0
038 Tumores in situ;Hombres;28 Madrid;0
038 Tumores in situ;Hombres;29 Málaga;0
038 Tumores in situ;Hombres;30 Murcia;0
038 Tumores in situ;Hombres;31 Navarra;0
038 Tumores in situ;Hombres;32 Ourense;0
038 Tumores in situ;Hombres;34 Palencia;0
038 Tumores in situ;Hombres;36 Pontevedra;0
038 Tumores in situ;Hombres;26 Rioja, La;0
038 Tumores in situ;Hombres;37 Salamanca;0
038 Tumores in situ;Hombres;40 Segovia;0
038 Tumores in situ;Hombres;41 Sevilla;0
038 Tumores in situ;Hombres;42 Soria;0
038 Tumores in situ;Hombres;43 Tarragona;1
038 Tumores in situ;Hombres;44 Teruel;0
038 Tumores in situ;Hombres;45 Toledo;0
038 Tumores in situ;Hombres;46 Valencia/València;0
038 Tumores in situ;Hombres;47 Valladolid;0
038 Tumores in situ;Hombres;49 Zamora;0
038 Tumores in situ;Hombres;50 Zaragoza;0
039 Tumores benignos;Hombres;02 Albacete;1
039 Tumores benignos;Hombres;03 Alicante/Alacant;9
039 Tumores benignos;Hombres;04 Almería;5
039 Tumores benignos;Hombres;01 Araba/Álava;4
039 Tumores benignos;Hombres;33 Asturias;12
039 Tumores benignos;Hombres;05 Ávila;2
039 Tumores benignos;Hombres;06 Badajoz;7
039 Tumores benignos;Hombres;08 Barcelona;21
039 Tumores benignos;Hombres;48 Bizkaia;11
039 Tumores benignos;Hombres;09 Burgos;0
039 Tumores benignos;Hombres;10 Cáceres;3
039 Tumores benignos;Hombres;11 Cádiz;5
039 Tumores benignos;Hombres;39 Cantabria;4
039 Tumores benignos;Hombres;12 Castellón/Castelló;2
039 Tumores benignos;Hombres;13 Ciudad Real;5
039 Tumores benignos;Hombres;14 Córdoba;4
039 Tumores benignos;Hombres;15 Coruña, A;3
039 Tumores benignos;Hombres;16 Cuenca;0
039 Tumores benignos;Hombres;20 Gipuzkoa;4
039 Tumores benignos;Hombres;17 Girona;4
039 Tumores benignos;Hombres;18 Granada;0
039 Tumores benignos;Hombres;19 Guadalajara;1
039 Tumores benignos;Hombres;21 Huelva;4
039 Tumores benignos;Hombres;22 Huesca;2
039 Tumores benignos;Hombres;23 Jaén;3
039 Tumores benignos;Hombres;24 León;4
039 Tumores benignos;Hombres;25 Lleida;3
039 Tumores benignos;Hombres;27 Lugo;4
039 Tumores benignos;Hombres;28 Madrid;26
039 Tumores benignos;Hombres;29 Málaga;9
039 Tumores benignos;Hombres;30 Murcia;9
039 Tumores benignos;Hombres;31 Navarra;1
039 Tumores benignos;Hombres;32 Ourense;2
039 Tumores benignos;Hombres;34 Palencia;2
039 Tumores benignos;Hombres;36 Pontevedra;8
039 Tumores benignos;Hombres;26 Rioja, La;3
039 Tumores benignos;Hombres;37 Salamanca;2
039 Tumores benignos;Hombres;40 Segovia;3
039 Tumores benignos;Hombres;41 Sevilla;5
039 Tumores benignos;Hombres;42 Soria;2
039 Tumores benignos;Hombres;43 Tarragona;2
039 Tumores benignos;Hombres;44 Teruel;2
039 Tumores benignos;Hombres;45 Toledo;6
039 Tumores benignos;Hombres;46 Valencia/València;12
039 Tumores benignos;Hombres;47 Valladolid;4
039 Tumores benignos;Hombres;49 Zamora;3
039 Tumores benignos;Hombres;50 Zaragoza;8
040 Síndrome mielodisplásico;Hombres;02 Albacete;9
040 Síndrome mielodisplásico;Hombres;03 Alicante/Alacant;21
040 Síndrome mielodisplásico;Hombres;04 Almería;4
040 Síndrome mielodisplásico;Hombres;01 Araba/Álava;2
040 Síndrome mielodisplásico;Hombres;33 Asturias;16
040 Síndrome mielodisplásico;Hombres;05 Ávila;4
040 Síndrome mielodisplásico;Hombres;06 Badajoz;15
040 Síndrome mielodisplásico;Hombres;08 Barcelona;75
040 Síndrome mielodisplásico;Hombres;48 Bizkaia;19
040 Síndrome mielodisplásico;Hombres;09 Burgos;4
040 Síndrome mielodisplásico;Hombres;10 Cáceres;6
040 Síndrome mielodisplásico;Hombres;11 Cádiz;13
040 Síndrome mielodisplásico;Hombres;39 Cantabria;16
040 Síndrome mielodisplásico;Hombres;12 Castellón/Castelló;8
040 Síndrome mielodisplásico;Hombres;13 Ciudad Real;4
040 Síndrome mielodisplásico;Hombres;14 Córdoba;10
040 Síndrome mielodisplásico;Hombres;15 Coruña, A;18
040 Síndrome mielodisplásico;Hombres;16 Cuenca;9
040 Síndrome mielodisplásico;Hombres;20 Gipuzkoa;18
040 Síndrome mielodisplásico;Hombres;17 Girona;7
040 Síndrome mielodisplásico;Hombres;18 Granada;11
040 Síndrome mielodisplásico;Hombres;19 Guadalajara;2
040 Síndrome mielodisplásico;Hombres;21 Huelva;5
040 Síndrome mielodisplásico;Hombres;22 Huesca;3
040 Síndrome mielodisplásico;Hombres;23 Jaén;5
040 Síndrome mielodisplásico;Hombres;24 León;12
040 Síndrome mielodisplásico;Hombres;25 Lleida;4
040 Síndrome mielodisplásico;Hombres;27 Lugo;12
040 Síndrome mielodisplásico;Hombres;28 Madrid;81
040 Síndrome mielodisplásico;Hombres;29 Málaga;12
040 Síndrome mielodisplásico;Hombres;30 Murcia;11
040 Síndrome mielodisplásico;Hombres;31 Navarra;12
040 Síndrome mielodisplásico;Hombres;32 Ourense;7
040 Síndrome mielodisplásico;Hombres;34 Palencia;3
040 Síndrome mielodisplásico;Hombres;36 Pontevedra;15
040 Síndrome mielodisplásico;Hombres;26 Rioja, La;4
040 Síndrome mielodisplásico;Hombres;37 Salamanca;7
040 Síndrome mielodisplásico;Hombres;40 Segovia;3
040 Síndrome mielodisplásico;Hombres;41 Sevilla;21
040 Síndrome mielodisplásico;Hombres;42 Soria;3
040 Síndrome mielodisplásico;Hombres;43 Tarragona;13
040 Síndrome mielodisplásico;Hombres;44 Teruel;2
040 Síndrome mielodisplásico;Hombres;45 Toledo;9
040 Síndrome mielodisplásico;Hombres;46 Valencia/València;40
040 Síndrome mielodisplásico;Hombres;47 Valladolid;6
040 Síndrome mielodisplásico;Hombres;49 Zamora;2
040 Síndrome mielodisplásico;Hombres;50 Zaragoza;13
041 Otros tumores de comportamiento incierto o desconocido;Hombres;02 Albacete;9
041 Otros tumores de comportamiento incierto o desconocido;Hombres;03 Alicante/Alacant;58
041 Otros tumores de comportamiento incierto o desconocido;Hombres;04 Almería;24
041 Otros tumores de comportamiento incierto o desconocido;Hombres;01 Araba/Álava;5
041 Otros tumores de comportamiento incierto o desconocido;Hombres;33 Asturias;23
041 Otros tumores de comportamiento incierto o desconocido;Hombres;05 Ávila;8
041 Otros tumores de comportamiento incierto o desconocido;Hombres;06 Badajoz;30
041 Otros tumores de comportamiento incierto o desconocido;Hombres;08 Barcelona;186
041 Otros tumores de comportamiento incierto o desconocido;Hombres;48 Bizkaia;38
041 Otros tumores de comportamiento incierto o desconocido;Hombres;09 Burgos;16
041 Otros tumores de comportamiento incierto o desconocido;Hombres;10 Cáceres;24
041 Otros tumores de comportamiento incierto o desconocido;Hombres;11 Cádiz;29
041 Otros tumores de comportamiento incierto o desconocido;Hombres;39 Cantabria;12
041 Otros tumores de comportamiento incierto o desconocido;Hombres;12 Castellón/Castelló;19
041 Otros tumores de comportamiento incierto o desconocido;Hombres;13 Ciudad Real;7
041 Otros tumores de comportamiento incierto o desconocido;Hombres;14 Córdoba;21
041 Otros tumores de comportamiento incierto o desconocido;Hombres;15 Coruña, A;33
041 Otros tumores de comportamiento incierto o desconocido;Hombres;16 Cuenca;9
041 Otros tumores de comportamiento incierto o desconocido;Hombres;20 Gipuzkoa;14
041 Otros tumores de comportamiento incierto o desconocido;Hombres;17 Girona;14
041 Otros tumores de comportamiento incierto o desconocido;Hombres;18 Granada;32
041 Otros tumores de comportamiento incierto o desconocido;Hombres;19 Guadalajara;3
041 Otros tumores de comportamiento incierto o desconocido;Hombres;21 Huelva;16
041 Otros tumores de comportamiento incierto o desconocido;Hombres;22 Huesca;4
041 Otros tumores de comportamiento incierto o desconocido;Hombres;23 Jaén;27
041 Otros tumores de comportamiento incierto o desconocido;Hombres;24 León;24
041 Otros tumores de comportamiento incierto o desconocido;Hombres;25 Lleida;24
041 Otros tumores de comportamiento incierto o desconocido;Hombres;27 Lugo;15
041 Otros tumores de comportamiento incierto o desconocido;Hombres;28 Madrid;135
041 Otros tumores de comportamiento incierto o desconocido;Hombres;29 Málaga;46
041 Otros tumores de comportamiento incierto o desconocido;Hombres;30 Murcia;38
041 Otros tumores de comportamiento incierto o desconocido;Hombres;31 Navarra;10
041 Otros tumores de comportamiento incierto o desconocido;Hombres;32 Ourense;12
041 Otros tumores de comportamiento incierto o desconocido;Hombres;34 Palencia;12
041 Otros tumores de comportamiento incierto o desconocido;Hombres;36 Pontevedra;26
041 Otros tumores de comportamiento incierto o desconocido;Hombres;26 Rioja, La;15
041 Otros tumores de comportamiento incierto o desconocido;Hombres;37 Salamanca;11
041 Otros tumores de comportamiento incierto o desconocido;Hombres;40 Segovia;4
041 Otros tumores de comportamiento incierto o desconocido;Hombres;41 Sevilla;42
041 Otros tumores de comportamiento incierto o desconocido;Hombres;42 Soria;3
041 Otros tumores de comportamiento incierto o desconocido;Hombres;43 Tarragona;26
041 Otros tumores de comportamiento incierto o desconocido;Hombres;44 Teruel;2
041 Otros tumores de comportamiento incierto o desconocido;Hombres;45 Toledo;12
041 Otros tumores de comportamiento incierto o desconocido;Hombres;46 Valencia/València;78
041 Otros tumores de comportamiento incierto o desconocido;Hombres;47 Valladolid;23
041 Otros tumores de comportamiento incierto o desconocido;Hombres;49 Zamora;16
041 Otros tumores de comportamiento incierto o desconocido;Hombres;50 Zaragoza;22
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;02 Albacete;6
