Provincias;Españoles/Extranjeros;Sexo;Edad (año a año);Año;Total
15 Coruña, A;TOTAL;Hombres;30 años;2019;5.581
15 Coruña, A;TOTAL;Hombres;31 años;2019;5.859
15 Coruña, A;TOTAL;Hombres;32 años;2019;5.835
15 Coruña, A;TOTAL;Hombres;33 años;2019;6.248
15 Coruña, A;TOTAL;Hombres;34 años;2019;6.670
15 Coruña, A;TOTAL;Hombres;35 años;2019;7.002
15 Coruña, A;TOTAL;Hombres;36 años;2019;7.596
15 Coruña, A;TOTAL;Hombres;37 años;2019;8.257
15 Coruña, A;TOTAL;Hombres;38 años;2019;8.571
15 Coruña, A;TOTAL;Hombres;39 años;2019;8.813
15 Coruña, A;TOTAL;Hombres;40 años;2019;9.316
15 Coruña, A;TOTAL;Hombres;41 años;2019;9.583
15 Coruña, A;TOTAL;Hombres;42 años;2019;9.645
15 Coruña, A;TOTAL;Hombres;43 años;2019;9.591
15 Coruña, A;TOTAL;Hombres;44 años;2019;9.389
15 Coruña, A;TOTAL;Hombres;45 años;2019;9.141
15 Coruña, A;TOTAL;Hombres;46 años;2019;9.287
15 Coruña, A;TOTAL;Hombres;47 años;2019;8.925
15 Coruña, A;TOTAL;Hombres;48 años;2019;8.672
15 Coruña, A;TOTAL;Hombres;49 años;2019;8.577
15 Coruña, A;TOTAL;Hombres;50 años;2019;8.669
15 Coruña, A;TOTAL;Hombres;51 años;2019;8.538
15 Coruña, A;TOTAL;Hombres;52 años;2019;8.221
15 Coruña, A;TOTAL;Hombres;53 años;2019;8.149
15 Coruña, A;TOTAL;Hombres;54 años;2019;8.269
15 Coruña, A;TOTAL;Hombres;55 años;2019;7.971
15 Coruña, A;TOTAL;Hombres;56 años;2019;7.824
15 Coruña, A;TOTAL;Hombres;57 años;2019;7.799
15 Coruña, A;TOTAL;Hombres;58 años;2019;8.016
15 Coruña, A;TOTAL;Hombres;59 años;2019;7.679
15 Coruña, A;TOTAL;Hombres;60 años;2019;7.482
15 Coruña, A;TOTAL;Hombres;61 años;2019;7.325
15 Coruña, A;TOTAL;Hombres;62 años;2019;7.084
15 Coruña, A;TOTAL;Hombres;63 años;2019;6.886
15 Coruña, A;TOTAL;Hombres;64 años;2019;6.678
15 Coruña, A;TOTAL;Hombres;65 años;2019;6.605
15 Coruña, A;TOTAL;Hombres;66 años;2019;6.708
15 Coruña, A;TOTAL;Hombres;67 años;2019;6.104
15 Coruña, A;TOTAL;Hombres;68 años;2019;6.144
15 Coruña, A;TOTAL;Hombres;69 años;2019;6.356
15 Coruña, A;TOTAL;Hombres;70 años;2019;6.496
15 Coruña, A;TOTAL;Hombres;71 años;2019;5.895
15 Coruña, A;TOTAL;Hombres;72 años;2019;5.899
15 Coruña, A;TOTAL;Hombres;73 años;2019;5.950
15 Coruña, A;TOTAL;Hombres;74 años;2019;5.407
15 Coruña, A;TOTAL;Hombres;75 años;2019;5.486
15 Coruña, A;TOTAL;Hombres;76 años;2019;4.594
15 Coruña, A;TOTAL;Hombres;77 años;2019;4.280
15 Coruña, A;TOTAL;Hombres;78 años;2019;4.325
15 Coruña, A;TOTAL;Hombres;79 años;2019;3.069
15 Coruña, A;TOTAL;Hombres;80 años;2019;3.188
15 Coruña, A;TOTAL;Hombres;81 años;2019;3.567
15 Coruña, A;TOTAL;Hombres;82 años;2019;3.870
15 Coruña, A;TOTAL;Hombres;83 años;2019;3.563
15 Coruña, A;TOTAL;Hombres;84 años;2019;3.227
15 Coruña, A;TOTAL;Hombres;85 años;2019;2.922
15 Coruña, A;TOTAL;Hombres;86 años;2019;2.647
15 Coruña, A;TOTAL;Hombres;87 años;2019;2.149
15 Coruña, A;TOTAL;Hombres;88 años;2019;1.815
15 Coruña, A;TOTAL;Hombres;89 años;2019;1.487
15 Coruña, A;TOTAL;Hombres;90 años;2019;1.267
15 Coruña, A;TOTAL;Hombres;91 años;2019;950
15 Coruña, A;TOTAL;Hombres;92 años;2019;723
15 Coruña, A;TOTAL;Hombres;93 años;2019;484
15 Coruña, A;TOTAL;Hombres;94 años;2019;382
15 Coruña, A;TOTAL;Hombres;95 años;2019;294
15 Coruña, A;TOTAL;Hombres;96 años;2019;196
15 Coruña, A;TOTAL;Hombres;97 años;2019;124
15 Coruña, A;TOTAL;Hombres;98 años;2019;100
15 Coruña, A;TOTAL;Hombres;99 años;2019;57
15 Coruña, A;TOTAL;Hombres;100 años y más;2019;99
16 Cuenca;TOTAL;Hombres;0 años;2019;578
16 Cuenca;TOTAL;Hombres;1 año;2019;655
16 Cuenca;TOTAL;Hombres;2 años;2019;763
16 Cuenca;TOTAL;Hombres;3 años;2019;770
16 Cuenca;TOTAL;Hombres;4 años;2019;786
16 Cuenca;TOTAL;Hombres;5 años;2019;769
16 Cuenca;TOTAL;Hombres;6 años;2019;801
16 Cuenca;TOTAL;Hombres;7 años;2019;880
16 Cuenca;TOTAL;Hombres;8 años;2019;869
16 Cuenca;TOTAL;Hombres;9 años;2019;857
16 Cuenca;TOTAL;Hombres;10 años;2019;981
16 Cuenca;TOTAL;Hombres;11 años;2019;894
16 Cuenca;TOTAL;Hombres;12 años;2019;953
16 Cuenca;TOTAL;Hombres;13 años;2019;895
16 Cuenca;TOTAL;Hombres;14 años;2019;895
16 Cuenca;TOTAL;Hombres;15 años;2019;948
16 Cuenca;TOTAL;Hombres;16 años;2019;982
16 Cuenca;TOTAL;Hombres;17 años;2019;982
16 Cuenca;TOTAL;Hombres;18 años;2019;997
16 Cuenca;TOTAL;Hombres;19 años;2019;1.060
16 Cuenca;TOTAL;Hombres;20 años;2019;928
16 Cuenca;TOTAL;Hombres;21 años;2019;1.055
16 Cuenca;TOTAL;Hombres;22 años;2019;1.030
16 Cuenca;TOTAL;Hombres;23 años;2019;1.016
16 Cuenca;TOTAL;Hombres;24 años;2019;1.031
16 Cuenca;TOTAL;Hombres;25 años;2019;1.074
16 Cuenca;TOTAL;Hombres;26 años;2019;1.155
16 Cuenca;TOTAL;Hombres;27 años;2019;1.162
16 Cuenca;TOTAL;Hombres;28 años;2019;1.155
16 Cuenca;TOTAL;Hombres;29 años;2019;1.199
16 Cuenca;TOTAL;Hombres;30 años;2019;1.116
16 Cuenca;TOTAL;Hombres;31 años;2019;1.202
16 Cuenca;TOTAL;Hombres;32 años;2019;1.177
16 Cuenca;TOTAL;Hombres;33 años;2019;1.173
16 Cuenca;TOTAL;Hombres;34 años;2019;1.165
16 Cuenca;TOTAL;Hombres;35 años;2019;1.258
16 Cuenca;TOTAL;Hombres;36 años;2019;1.292
16 Cuenca;TOTAL;Hombres;37 años;2019;1.336
16 Cuenca;TOTAL;Hombres;38 años;2019;1.419
16 Cuenca;TOTAL;Hombres;39 años;2019;1.425
16 Cuenca;TOTAL;Hombres;40 años;2019;1.448
16 Cuenca;TOTAL;Hombres;41 años;2019;1.521
16 Cuenca;TOTAL;Hombres;42 años;2019;1.536
16 Cuenca;TOTAL;Hombres;43 años;2019;1.507
16 Cuenca;TOTAL;Hombres;44 años;2019;1.473
16 Cuenca;TOTAL;Hombres;45 años;2019;1.483
16 Cuenca;TOTAL;Hombres;46 años;2019;1.432
16 Cuenca;TOTAL;Hombres;47 años;2019;1.464
16 Cuenca;TOTAL;Hombres;48 años;2019;1.544
16 Cuenca;TOTAL;Hombres;49 años;2019;1.584
16 Cuenca;TOTAL;Hombres;50 años;2019;1.619
16 Cuenca;TOTAL;Hombres;51 años;2019;1.652
16 Cuenca;TOTAL;Hombres;52 años;2019;1.606
16 Cuenca;TOTAL;Hombres;53 años;2019;1.556
16 Cuenca;TOTAL;Hombres;54 años;2019;1.707
16 Cuenca;TOTAL;Hombres;55 años;2019;1.640
16 Cuenca;TOTAL;Hombres;56 años;2019;1.578
16 Cuenca;TOTAL;Hombres;57 años;2019;1.585
16 Cuenca;TOTAL;Hombres;58 años;2019;1.669
16 Cuenca;TOTAL;Hombres;59 años;2019;1.530
16 Cuenca;TOTAL;Hombres;60 años;2019;1.466
16 Cuenca;TOTAL;Hombres;61 años;2019;1.269
16 Cuenca;TOTAL;Hombres;62 años;2019;1.229
16 Cuenca;TOTAL;Hombres;63 años;2019;1.106
16 Cuenca;TOTAL;Hombres;64 años;2019;1.040
16 Cuenca;TOTAL;Hombres;65 años;2019;1.049
16 Cuenca;TOTAL;Hombres;66 años;2019;1.073
16 Cuenca;TOTAL;Hombres;67 años;2019;967
16 Cuenca;TOTAL;Hombres;68 años;2019;920
16 Cuenca;TOTAL;Hombres;69 años;2019;1.012
16 Cuenca;TOTAL;Hombres;70 años;2019;1.015
16 Cuenca;TOTAL;Hombres;71 años;2019;872
16 Cuenca;TOTAL;Hombres;72 años;2019;766
16 Cuenca;TOTAL;Hombres;73 años;2019;817
16 Cuenca;TOTAL;Hombres;74 años;2019;903
16 Cuenca;TOTAL;Hombres;75 años;2019;821
16 Cuenca;TOTAL;Hombres;76 años;2019;691
16 Cuenca;TOTAL;Hombres;77 años;2019;668
16 Cuenca;TOTAL;Hombres;78 años;2019;1.018
16 Cuenca;TOTAL;Hombres;79 años;2019;420
16 Cuenca;TOTAL;Hombres;80 años;2019;703
16 Cuenca;TOTAL;Hombres;81 años;2019;752
16 Cuenca;TOTAL;Hombres;82 años;2019;773
16 Cuenca;TOTAL;Hombres;83 años;2019;685
16 Cuenca;TOTAL;Hombres;84 años;2019;682
16 Cuenca;TOTAL;Hombres;85 años;2019;707
16 Cuenca;TOTAL;Hombres;86 años;2019;601
16 Cuenca;TOTAL;Hombres;87 años;2019;545
16 Cuenca;TOTAL;Hombres;88 años;2019;502
16 Cuenca;TOTAL;Hombres;89 años;2019;387
16 Cuenca;TOTAL;Hombres;90 años;2019;345
16 Cuenca;TOTAL;Hombres;91 años;2019;258
16 Cuenca;TOTAL;Hombres;92 años;2019;203
16 Cuenca;TOTAL;Hombres;93 años;2019;118
16 Cuenca;TOTAL;Hombres;94 años;2019;106
16 Cuenca;TOTAL;Hombres;95 años;2019;87
16 Cuenca;TOTAL;Hombres;96 años;2019;67
16 Cuenca;TOTAL;Hombres;97 años;2019;30
16 Cuenca;TOTAL;Hombres;98 años;2019;20
16 Cuenca;TOTAL;Hombres;99 años;2019;12
16 Cuenca;TOTAL;Hombres;100 años y más;2019;20
20 Gipuzkoa;TOTAL;Hombres;0 años;2019;2.833
20 Gipuzkoa;TOTAL;Hombres;1 año;2019;2.957
20 Gipuzkoa;TOTAL;Hombres;2 años;2019;3.158
20 Gipuzkoa;TOTAL;Hombres;3 años;2019;3.288
20 Gipuzkoa;TOTAL;Hombres;4 años;2019;3.328
20 Gipuzkoa;TOTAL;Hombres;5 años;2019;3.328
20 Gipuzkoa;TOTAL;Hombres;6 años;2019;3.784
20 Gipuzkoa;TOTAL;Hombres;7 años;2019;3.768
20 Gipuzkoa;TOTAL;Hombres;8 años;2019;3.851
20 Gipuzkoa;TOTAL;Hombres;9 años;2019;3.916
20 Gipuzkoa;TOTAL;Hombres;10 años;2019;3.973
20 Gipuzkoa;TOTAL;Hombres;11 años;2019;3.839
20 Gipuzkoa;TOTAL;Hombres;12 años;2019;3.854
20 Gipuzkoa;TOTAL;Hombres;13 años;2019;3.785
20 Gipuzkoa;TOTAL;Hombres;14 años;2019;3.764
20 Gipuzkoa;TOTAL;Hombres;15 años;2019;3.809
20 Gipuzkoa;TOTAL;Hombres;16 años;2019;3.506
20 Gipuzkoa;TOTAL;Hombres;17 años;2019;3.553
20 Gipuzkoa;TOTAL;Hombres;18 años;2019;3.547
20 Gipuzkoa;TOTAL;Hombres;19 años;2019;3.543
20 Gipuzkoa;TOTAL;Hombres;20 años;2019;3.424
20 Gipuzkoa;TOTAL;Hombres;21 años;2019;3.567
20 Gipuzkoa;TOTAL;Hombres;22 años;2019;3.398
20 Gipuzkoa;TOTAL;Hombres;23 años;2019;3.339
20 Gipuzkoa;TOTAL;Hombres;24 años;2019;3.286
20 Gipuzkoa;TOTAL;Hombres;25 años;2019;3.377
20 Gipuzkoa;TOTAL;Hombres;26 años;2019;3.398
20 Gipuzkoa;TOTAL;Hombres;27 años;2019;3.386
20 Gipuzkoa;TOTAL;Hombres;28 años;2019;3.311
20 Gipuzkoa;TOTAL;Hombres;29 años;2019;3.440
20 Gipuzkoa;TOTAL;Hombres;30 años;2019;3.527
20 Gipuzkoa;TOTAL;Hombres;31 años;2019;3.641
20 Gipuzkoa;TOTAL;Hombres;32 años;2019;3.826
20 Gipuzkoa;TOTAL;Hombres;33 años;2019;3.936
20 Gipuzkoa;TOTAL;Hombres;34 años;2019;4.035
20 Gipuzkoa;TOTAL;Hombres;35 años;2019;4.218
20 Gipuzkoa;TOTAL;Hombres;36 años;2019;4.645
20 Gipuzkoa;TOTAL;Hombres;37 años;2019;4.754
20 Gipuzkoa;TOTAL;Hombres;38 años;2019;4.973
20 Gipuzkoa;TOTAL;Hombres;39 años;2019;5.277
20 Gipuzkoa;TOTAL;Hombres;40 años;2019;5.647
20 Gipuzkoa;TOTAL;Hombres;41 años;2019;6.000
20 Gipuzkoa;TOTAL;Hombres;42 años;2019;6.289
20 Gipuzkoa;TOTAL;Hombres;43 años;2019;6.195
20 Gipuzkoa;TOTAL;Hombres;44 años;2019;6.183
20 Gipuzkoa;TOTAL;Hombres;45 años;2019;6.115
20 Gipuzkoa;TOTAL;Hombres;46 años;2019;6.154
20 Gipuzkoa;TOTAL;Hombres;47 años;2019;5.885
20 Gipuzkoa;TOTAL;Hombres;48 años;2019;5.796
20 Gipuzkoa;TOTAL;Hombres;49 años;2019;5.618
20 Gipuzkoa;TOTAL;Hombres;50 años;2019;5.618
20 Gipuzkoa;TOTAL;Hombres;51 años;2019;5.702
20 Gipuzkoa;TOTAL;Hombres;52 años;2019;5.604
20 Gipuzkoa;TOTAL;Hombres;53 años;2019;5.541
20 Gipuzkoa;TOTAL;Hombres;54 años;2019;5.562
20 Gipuzkoa;TOTAL;Hombres;55 años;2019;5.346
20 Gipuzkoa;TOTAL;Hombres;56 años;2019;5.039
20 Gipuzkoa;TOTAL;Hombres;57 años;2019;5.158
20 Gipuzkoa;TOTAL;Hombres;58 años;2019;5.070
20 Gipuzkoa;TOTAL;Hombres;59 años;2019;5.083
20 Gipuzkoa;TOTAL;Hombres;60 años;2019;4.926
20 Gipuzkoa;TOTAL;Hombres;61 años;2019;4.783
20 Gipuzkoa;TOTAL;Hombres;62 años;2019;4.706
20 Gipuzkoa;TOTAL;Hombres;63 años;2019;4.341
20 Gipuzkoa;TOTAL;Hombres;64 años;2019;4.100
20 Gipuzkoa;TOTAL;Hombres;65 años;2019;4.203
20 Gipuzkoa;TOTAL;Hombres;66 años;2019;4.119
20 Gipuzkoa;TOTAL;Hombres;67 años;2019;3.891
20 Gipuzkoa;TOTAL;Hombres;68 años;2019;3.883
20 Gipuzkoa;TOTAL;Hombres;69 años;2019;3.999
20 Gipuzkoa;TOTAL;Hombres;70 años;2019;4.112
20 Gipuzkoa;TOTAL;Hombres;71 años;2019;3.707
20 Gipuzkoa;TOTAL;Hombres;72 años;2019;3.690
20 Gipuzkoa;TOTAL;Hombres;73 años;2019;3.624
20 Gipuzkoa;TOTAL;Hombres;74 años;2019;3.313
20 Gipuzkoa;TOTAL;Hombres;75 años;2019;3.093
20 Gipuzkoa;TOTAL;Hombres;76 años;2019;2.597
20 Gipuzkoa;TOTAL;Hombres;77 años;2019;2.352
20 Gipuzkoa;TOTAL;Hombres;78 años;2019;2.560
20 Gipuzkoa;TOTAL;Hombres;79 años;2019;1.840
20 Gipuzkoa;TOTAL;Hombres;80 años;2019;1.934
20 Gipuzkoa;TOTAL;Hombres;81 años;2019;1.969
20 Gipuzkoa;TOTAL;Hombres;82 años;2019;1.981
20 Gipuzkoa;TOTAL;Hombres;83 años;2019;1.872
20 Gipuzkoa;TOTAL;Hombres;84 años;2019;1.721
20 Gipuzkoa;TOTAL;Hombres;85 años;2019;1.567
20 Gipuzkoa;TOTAL;Hombres;86 años;2019;1.433
20 Gipuzkoa;TOTAL;Hombres;87 años;2019;1.207
20 Gipuzkoa;TOTAL;Hombres;88 años;2019;966
20 Gipuzkoa;TOTAL;Hombres;89 años;2019;781
20 Gipuzkoa;TOTAL;Hombres;90 años;2019;634
20 Gipuzkoa;TOTAL;Hombres;91 años;2019;498
20 Gipuzkoa;TOTAL;Hombres;92 años;2019;397
20 Gipuzkoa;TOTAL;Hombres;93 años;2019;261
20 Gipuzkoa;TOTAL;Hombres;94 años;2019;175
20 Gipuzkoa;TOTAL;Hombres;95 años;2019;131
20 Gipuzkoa;TOTAL;Hombres;96 años;2019;102
20 Gipuzkoa;TOTAL;Hombres;97 años;2019;59
20 Gipuzkoa;TOTAL;Hombres;98 años;2019;37
20 Gipuzkoa;TOTAL;Hombres;99 años;2019;20
20 Gipuzkoa;TOTAL;Hombres;100 años y más;2019;32
17 Girona;TOTAL;Hombres;0 años;2019;3.406
17 Girona;TOTAL;Hombres;1 año;2019;3.699
17 Girona;TOTAL;Hombres;2 años;2019;3.798
17 Girona;TOTAL;Hombres;3 años;2019;4.122
17 Girona;TOTAL;Hombres;4 años;2019;4.062
17 Girona;TOTAL;Hombres;5 años;2019;4.078
17 Girona;TOTAL;Hombres;6 años;2019;4.286
17 Girona;TOTAL;Hombres;7 años;2019;4.443
17 Girona;TOTAL;Hombres;8 años;2019;4.630
17 Girona;TOTAL;Hombres;9 años;2019;4.738
17 Girona;TOTAL;Hombres;10 años;2019;4.777
17 Girona;TOTAL;Hombres;11 años;2019;4.606
17 Girona;TOTAL;Hombres;12 años;2019;4.539
17 Girona;TOTAL;Hombres;13 años;2019;4.371
17 Girona;TOTAL;Hombres;14 años;2019;4.363
17 Girona;TOTAL;Hombres;15 años;2019;4.301
17 Girona;TOTAL;Hombres;16 años;2019;4.186
17 Girona;TOTAL;Hombres;17 años;2019;4.093
17 Girona;TOTAL;Hombres;18 años;2019;4.287
17 Girona;TOTAL;Hombres;19 años;2019;4.125
17 Girona;TOTAL;Hombres;20 años;2019;4.091
17 Girona;TOTAL;Hombres;21 años;2019;4.161
17 Girona;TOTAL;Hombres;22 años;2019;4.109
17 Girona;TOTAL;Hombres;23 años;2019;4.070
17 Girona;TOTAL;Hombres;24 años;2019;4.278
17 Girona;TOTAL;Hombres;25 años;2019;4.304
17 Girona;TOTAL;Hombres;26 años;2019;4.265
17 Girona;TOTAL;Hombres;27 años;2019;4.350
17 Girona;TOTAL;Hombres;28 años;2019;4.362
17 Girona;TOTAL;Hombres;29 años;2019;4.263
17 Girona;TOTAL;Hombres;30 años;2019;4.478
17 Girona;TOTAL;Hombres;31 años;2019;4.509
17 Girona;TOTAL;Hombres;32 años;2019;4.504
17 Girona;TOTAL;Hombres;33 años;2019;4.838
17 Girona;TOTAL;Hombres;34 años;2019;5.039
17 Girona;TOTAL;Hombres;35 años;2019;5.162
17 Girona;TOTAL;Hombres;36 años;2019;5.480
17 Girona;TOTAL;Hombres;37 años;2019;5.935
17 Girona;TOTAL;Hombres;38 años;2019;6.348
17 Girona;TOTAL;Hombres;39 años;2019;6.606
17 Girona;TOTAL;Hombres;40 años;2019;6.882
17 Girona;TOTAL;Hombres;41 años;2019;7.056
17 Girona;TOTAL;Hombres;42 años;2019;6.910
17 Girona;TOTAL;Hombres;43 años;2019;6.870
17 Girona;TOTAL;Hombres;44 años;2019;6.757
17 Girona;TOTAL;Hombres;45 años;2019;6.631
17 Girona;TOTAL;Hombres;46 años;2019;6.544
17 Girona;TOTAL;Hombres;47 años;2019;6.375
17 Girona;TOTAL;Hombres;48 años;2019;6.301
17 Girona;TOTAL;Hombres;49 años;2019;6.023
17 Girona;TOTAL;Hombres;50 años;2019;6.007
17 Girona;TOTAL;Hombres;51 años;2019;5.889
17 Girona;TOTAL;Hombres;52 años;2019;5.928
17 Girona;TOTAL;Hombres;53 años;2019;5.773
17 Girona;TOTAL;Hombres;54 años;2019;5.794
17 Girona;TOTAL;Hombres;55 años;2019;5.387
17 Girona;TOTAL;Hombres;56 años;2019;5.305
17 Girona;TOTAL;Hombres;57 años;2019;5.166
17 Girona;TOTAL;Hombres;58 años;2019;5.111
17 Girona;TOTAL;Hombres;59 años;2019;4.914
17 Girona;TOTAL;Hombres;60 años;2019;4.823
17 Girona;TOTAL;Hombres;61 años;2019;4.656
17 Girona;TOTAL;Hombres;62 años;2019;4.274
17 Girona;TOTAL;Hombres;63 años;2019;4.375
17 Girona;TOTAL;Hombres;64 años;2019;4.182
17 Girona;TOTAL;Hombres;65 años;2019;4.044
17 Girona;TOTAL;Hombres;66 años;2019;4.009
17 Girona;TOTAL;Hombres;67 años;2019;3.641
17 Girona;TOTAL;Hombres;68 años;2019;3.527
17 Girona;TOTAL;Hombres;69 años;2019;3.480
17 Girona;TOTAL;Hombres;70 años;2019;3.806
17 Girona;TOTAL;Hombres;71 años;2019;3.252
17 Girona;TOTAL;Hombres;72 años;2019;3.096
17 Girona;TOTAL;Hombres;73 años;2019;3.016
17 Girona;TOTAL;Hombres;74 años;2019;2.748
17 Girona;TOTAL;Hombres;75 años;2019;2.651
17 Girona;TOTAL;Hombres;76 años;2019;2.275
17 Girona;TOTAL;Hombres;77 años;2019;2.081
17 Girona;TOTAL;Hombres;78 años;2019;2.439
17 Girona;TOTAL;Hombres;79 años;2019;1.288
17 Girona;TOTAL;Hombres;80 años;2019;1.446
17 Girona;TOTAL;Hombres;81 años;2019;1.817
17 Girona;TOTAL;Hombres;82 años;2019;1.797
17 Girona;TOTAL;Hombres;83 años;2019;1.572
17 Girona;TOTAL;Hombres;84 años;2019;1.465
17 Girona;TOTAL;Hombres;85 años;2019;1.385
17 Girona;TOTAL;Hombres;86 años;2019;1.231
17 Girona;TOTAL;Hombres;87 años;2019;1.108
17 Girona;TOTAL;Hombres;88 años;2019;922
17 Girona;TOTAL;Hombres;89 años;2019;793
17 Girona;TOTAL;Hombres;90 años;2019;621
17 Girona;TOTAL;Hombres;91 años;2019;501
17 Girona;TOTAL;Hombres;92 años;2019;378
17 Girona;TOTAL;Hombres;93 años;2019;282
17 Girona;TOTAL;Hombres;94 años;2019;211
17 Girona;TOTAL;Hombres;95 años;2019;136
17 Girona;TOTAL;Hombres;96 años;2019;101
17 Girona;TOTAL;Hombres;97 años;2019;59
17 Girona;TOTAL;Hombres;98 años;2019;39
17 Girona;TOTAL;Hombres;99 años;2019;21
17 Girona;TOTAL;Hombres;100 años y más;2019;65
18 Granada;TOTAL;Hombres;0 años;2019;3.344
18 Granada;TOTAL;Hombres;1 año;2019;3.898
18 Granada;TOTAL;Hombres;2 años;2019;4.428
18 Granada;TOTAL;Hombres;3 años;2019;4.393
18 Granada;TOTAL;Hombres;4 años;2019;4.416
18 Granada;TOTAL;Hombres;5 años;2019;4.284
18 Granada;TOTAL;Hombres;6 años;2019;4.730
18 Granada;TOTAL;Hombres;7 años;2019;4.733
18 Granada;TOTAL;Hombres;8 años;2019;4.866
18 Granada;TOTAL;Hombres;9 años;2019;4.942
18 Granada;TOTAL;Hombres;10 años;2019;5.494
18 Granada;TOTAL;Hombres;11 años;2019;5.333
18 Granada;TOTAL;Hombres;12 años;2019;5.357
18 Granada;TOTAL;Hombres;13 años;2019;5.174
18 Granada;TOTAL;Hombres;14 años;2019;5.139
18 Granada;TOTAL;Hombres;15 años;2019;4.967
18 Granada;TOTAL;Hombres;16 años;2019;4.931
18 Granada;TOTAL;Hombres;17 años;2019;5.007
18 Granada;TOTAL;Hombres;18 años;2019;5.074
18 Granada;TOTAL;Hombres;19 años;2019;5.033
18 Granada;TOTAL;Hombres;20 años;2019;4.968
18 Granada;TOTAL;Hombres;21 años;2019;5.094
18 Granada;TOTAL;Hombres;22 años;2019;5.128
18 Granada;TOTAL;Hombres;23 años;2019;5.246
18 Granada;TOTAL;Hombres;24 años;2019;5.189
18 Granada;TOTAL;Hombres;25 años;2019;5.486
18 Granada;TOTAL;Hombres;26 años;2019;5.565
18 Granada;TOTAL;Hombres;27 años;2019;5.714
18 Granada;TOTAL;Hombres;28 años;2019;5.651
18 Granada;TOTAL;Hombres;29 años;2019;5.700
18 Granada;TOTAL;Hombres;30 años;2019;5.587
18 Granada;TOTAL;Hombres;31 años;2019;5.822
18 Granada;TOTAL;Hombres;32 años;2019;5.776
18 Granada;TOTAL;Hombres;33 años;2019;5.810
18 Granada;TOTAL;Hombres;34 años;2019;6.142
18 Granada;TOTAL;Hombres;35 años;2019;6.275
18 Granada;TOTAL;Hombres;36 años;2019;6.475
18 Granada;TOTAL;Hombres;37 años;2019;6.747
18 Granada;TOTAL;Hombres;38 años;2019;7.355
18 Granada;TOTAL;Hombres;39 años;2019;7.210
18 Granada;TOTAL;Hombres;40 años;2019;7.588
18 Granada;TOTAL;Hombres;41 años;2019;7.461
18 Granada;TOTAL;Hombres;42 años;2019;7.431
18 Granada;TOTAL;Hombres;43 años;2019;7.335
18 Granada;TOTAL;Hombres;44 años;2019;7.344
18 Granada;TOTAL;Hombres;45 años;2019;7.237
18 Granada;TOTAL;Hombres;46 años;2019;7.118
18 Granada;TOTAL;Hombres;47 años;2019;6.937
18 Granada;TOTAL;Hombres;48 años;2019;7.060
18 Granada;TOTAL;Hombres;49 años;2019;7.006
18 Granada;TOTAL;Hombres;50 años;2019;7.213
18 Granada;TOTAL;Hombres;51 años;2019;7.165
18 Granada;TOTAL;Hombres;52 años;2019;7.164
18 Granada;TOTAL;Hombres;53 años;2019;7.203
18 Granada;TOTAL;Hombres;54 años;2019;7.237
18 Granada;TOTAL;Hombres;55 años;2019;6.798
18 Granada;TOTAL;Hombres;56 años;2019;6.387
18 Granada;TOTAL;Hombres;57 años;2019;6.314
18 Granada;TOTAL;Hombres;58 años;2019;6.264
18 Granada;TOTAL;Hombres;59 años;2019;5.994
18 Granada;TOTAL;Hombres;60 años;2019;6.072
18 Granada;TOTAL;Hombres;61 años;2019;5.809
18 Granada;TOTAL;Hombres;62 años;2019;5.229
18 Granada;TOTAL;Hombres;63 años;2019;4.930
18 Granada;TOTAL;Hombres;64 años;2019;4.497
18 Granada;TOTAL;Hombres;65 años;2019;4.566
18 Granada;TOTAL;Hombres;66 años;2019;4.452
18 Granada;TOTAL;Hombres;67 años;2019;4.171
18 Granada;TOTAL;Hombres;68 años;2019;3.865
18 Granada;TOTAL;Hombres;69 años;2019;4.003
18 Granada;TOTAL;Hombres;70 años;2019;3.945
18 Granada;TOTAL;Hombres;71 años;2019;3.616
18 Granada;TOTAL;Hombres;72 años;2019;3.459
18 Granada;TOTAL;Hombres;73 años;2019;3.679
18 Granada;TOTAL;Hombres;74 años;2019;3.239
18 Granada;TOTAL;Hombres;75 años;2019;3.253
18 Granada;TOTAL;Hombres;76 años;2019;2.610
18 Granada;TOTAL;Hombres;77 años;2019;2.391
18 Granada;TOTAL;Hombres;78 años;2019;2.987
18 Granada;TOTAL;Hombres;79 años;2019;1.867
18 Granada;TOTAL;Hombres;80 años;2019;2.059
18 Granada;TOTAL;Hombres;81 años;2019;2.099
18 Granada;TOTAL;Hombres;82 años;2019;2.170
18 Granada;TOTAL;Hombres;83 años;2019;2.021
18 Granada;TOTAL;Hombres;84 años;2019;1.802
18 Granada;TOTAL;Hombres;85 años;2019;1.762
18 Granada;TOTAL;Hombres;86 años;2019;1.557
18 Granada;TOTAL;Hombres;87 años;2019;1.322
18 Granada;TOTAL;Hombres;88 años;2019;1.061
18 Granada;TOTAL;Hombres;89 años;2019;810
18 Granada;TOTAL;Hombres;90 años;2019;688
18 Granada;TOTAL;Hombres;91 años;2019;486
18 Granada;TOTAL;Hombres;92 años;2019;390
18 Granada;TOTAL;Hombres;93 años;2019;289
18 Granada;TOTAL;Hombres;94 años;2019;196
18 Granada;TOTAL;Hombres;95 años;2019;139
18 Granada;TOTAL;Hombres;96 años;2019;109
18 Granada;TOTAL;Hombres;97 años;2019;72
