Provincias;Españoles/Extranjeros;Sexo;Edad (año a año);Año;Total
26 Rioja, La;TOTAL;Hombres;76 años;2019;1.152
26 Rioja, La;TOTAL;Hombres;77 años;2019;1.079
26 Rioja, La;TOTAL;Hombres;78 años;2019;1.168
26 Rioja, La;TOTAL;Hombres;79 años;2019;700
26 Rioja, La;TOTAL;Hombres;80 años;2019;726
26 Rioja, La;TOTAL;Hombres;81 años;2019;774
26 Rioja, La;TOTAL;Hombres;82 años;2019;924
26 Rioja, La;TOTAL;Hombres;83 años;2019;846
26 Rioja, La;TOTAL;Hombres;84 años;2019;827
26 Rioja, La;TOTAL;Hombres;85 años;2019;720
26 Rioja, La;TOTAL;Hombres;86 años;2019;722
26 Rioja, La;TOTAL;Hombres;87 años;2019;587
26 Rioja, La;TOTAL;Hombres;88 años;2019;520
26 Rioja, La;TOTAL;Hombres;89 años;2019;401
26 Rioja, La;TOTAL;Hombres;90 años;2019;344
26 Rioja, La;TOTAL;Hombres;91 años;2019;272
26 Rioja, La;TOTAL;Hombres;92 años;2019;226
26 Rioja, La;TOTAL;Hombres;93 años;2019;163
26 Rioja, La;TOTAL;Hombres;94 años;2019;129
26 Rioja, La;TOTAL;Hombres;95 años;2019;103
26 Rioja, La;TOTAL;Hombres;96 años;2019;67
26 Rioja, La;TOTAL;Hombres;97 años;2019;39
26 Rioja, La;TOTAL;Hombres;98 años;2019;25
26 Rioja, La;TOTAL;Hombres;99 años;2019;22
26 Rioja, La;TOTAL;Hombres;100 años y más;2019;17
37 Salamanca;TOTAL;Hombres;0 años;2019;991
37 Salamanca;TOTAL;Hombres;1 año;2019;997
37 Salamanca;TOTAL;Hombres;2 años;2019;1.116
37 Salamanca;TOTAL;Hombres;3 años;2019;1.186
37 Salamanca;TOTAL;Hombres;4 años;2019;1.229
37 Salamanca;TOTAL;Hombres;5 años;2019;1.151
37 Salamanca;TOTAL;Hombres;6 años;2019;1.282
37 Salamanca;TOTAL;Hombres;7 años;2019;1.381
37 Salamanca;TOTAL;Hombres;8 años;2019;1.332
37 Salamanca;TOTAL;Hombres;9 años;2019;1.366
37 Salamanca;TOTAL;Hombres;10 años;2019;1.549
37 Salamanca;TOTAL;Hombres;11 años;2019;1.488
37 Salamanca;TOTAL;Hombres;12 años;2019;1.455
37 Salamanca;TOTAL;Hombres;13 años;2019;1.442
37 Salamanca;TOTAL;Hombres;14 años;2019;1.431
37 Salamanca;TOTAL;Hombres;15 años;2019;1.465
37 Salamanca;TOTAL;Hombres;16 años;2019;1.409
37 Salamanca;TOTAL;Hombres;17 años;2019;1.364
37 Salamanca;TOTAL;Hombres;18 años;2019;1.472
37 Salamanca;TOTAL;Hombres;19 años;2019;1.446
37 Salamanca;TOTAL;Hombres;20 años;2019;1.450
37 Salamanca;TOTAL;Hombres;21 años;2019;1.501
37 Salamanca;TOTAL;Hombres;22 años;2019;1.415
37 Salamanca;TOTAL;Hombres;23 años;2019;1.439
37 Salamanca;TOTAL;Hombres;24 años;2019;1.503
37 Salamanca;TOTAL;Hombres;25 años;2019;1.571
37 Salamanca;TOTAL;Hombres;26 años;2019;1.606
37 Salamanca;TOTAL;Hombres;27 años;2019;1.577
37 Salamanca;TOTAL;Hombres;28 años;2019;1.548
37 Salamanca;TOTAL;Hombres;29 años;2019;1.619
37 Salamanca;TOTAL;Hombres;30 años;2019;1.667
37 Salamanca;TOTAL;Hombres;31 años;2019;1.704
37 Salamanca;TOTAL;Hombres;32 años;2019;1.701
37 Salamanca;TOTAL;Hombres;33 años;2019;1.811
37 Salamanca;TOTAL;Hombres;34 años;2019;1.834
37 Salamanca;TOTAL;Hombres;35 años;2019;1.867
37 Salamanca;TOTAL;Hombres;36 años;2019;2.011
37 Salamanca;TOTAL;Hombres;37 años;2019;2.016
37 Salamanca;TOTAL;Hombres;38 años;2019;2.139
37 Salamanca;TOTAL;Hombres;39 años;2019;2.192
37 Salamanca;TOTAL;Hombres;40 años;2019;2.278
37 Salamanca;TOTAL;Hombres;41 años;2019;2.313
37 Salamanca;TOTAL;Hombres;42 años;2019;2.366
37 Salamanca;TOTAL;Hombres;43 años;2019;2.277
37 Salamanca;TOTAL;Hombres;44 años;2019;2.422
37 Salamanca;TOTAL;Hombres;45 años;2019;2.343
37 Salamanca;TOTAL;Hombres;46 años;2019;2.423
37 Salamanca;TOTAL;Hombres;47 años;2019;2.499
37 Salamanca;TOTAL;Hombres;48 años;2019;2.479
37 Salamanca;TOTAL;Hombres;49 años;2019;2.591
37 Salamanca;TOTAL;Hombres;50 años;2019;2.519
37 Salamanca;TOTAL;Hombres;51 años;2019;2.566
37 Salamanca;TOTAL;Hombres;52 años;2019;2.546
37 Salamanca;TOTAL;Hombres;53 años;2019;2.657
37 Salamanca;TOTAL;Hombres;54 años;2019;2.752
37 Salamanca;TOTAL;Hombres;55 años;2019;2.633
37 Salamanca;TOTAL;Hombres;56 años;2019;2.606
37 Salamanca;TOTAL;Hombres;57 años;2019;2.591
37 Salamanca;TOTAL;Hombres;58 años;2019;2.563
37 Salamanca;TOTAL;Hombres;59 años;2019;2.576
37 Salamanca;TOTAL;Hombres;60 años;2019;2.451
37 Salamanca;TOTAL;Hombres;61 años;2019;2.398
37 Salamanca;TOTAL;Hombres;62 años;2019;2.262
37 Salamanca;TOTAL;Hombres;63 años;2019;2.094
37 Salamanca;TOTAL;Hombres;64 años;2019;2.098
37 Salamanca;TOTAL;Hombres;65 años;2019;2.005
37 Salamanca;TOTAL;Hombres;66 años;2019;1.980
37 Salamanca;TOTAL;Hombres;67 años;2019;1.787
37 Salamanca;TOTAL;Hombres;68 años;2019;1.831
37 Salamanca;TOTAL;Hombres;69 años;2019;1.860
37 Salamanca;TOTAL;Hombres;70 años;2019;1.910
37 Salamanca;TOTAL;Hombres;71 años;2019;1.636
37 Salamanca;TOTAL;Hombres;72 años;2019;1.627
37 Salamanca;TOTAL;Hombres;73 años;2019;1.707
37 Salamanca;TOTAL;Hombres;74 años;2019;1.732
37 Salamanca;TOTAL;Hombres;75 años;2019;1.657
37 Salamanca;TOTAL;Hombres;76 años;2019;1.482
37 Salamanca;TOTAL;Hombres;77 años;2019;1.383
37 Salamanca;TOTAL;Hombres;78 años;2019;1.483
37 Salamanca;TOTAL;Hombres;79 años;2019;1.056
37 Salamanca;TOTAL;Hombres;80 años;2019;1.093
37 Salamanca;TOTAL;Hombres;81 años;2019;1.222
37 Salamanca;TOTAL;Hombres;82 años;2019;1.392
37 Salamanca;TOTAL;Hombres;83 años;2019;1.323
37 Salamanca;TOTAL;Hombres;84 años;2019;1.114
37 Salamanca;TOTAL;Hombres;85 años;2019;1.074
37 Salamanca;TOTAL;Hombres;86 años;2019;1.022
37 Salamanca;TOTAL;Hombres;87 años;2019;952
37 Salamanca;TOTAL;Hombres;88 años;2019;834
37 Salamanca;TOTAL;Hombres;89 años;2019;654
37 Salamanca;TOTAL;Hombres;90 años;2019;579
37 Salamanca;TOTAL;Hombres;91 años;2019;467
37 Salamanca;TOTAL;Hombres;92 años;2019;399
37 Salamanca;TOTAL;Hombres;93 años;2019;306
37 Salamanca;TOTAL;Hombres;94 años;2019;229
37 Salamanca;TOTAL;Hombres;95 años;2019;168
37 Salamanca;TOTAL;Hombres;96 años;2019;123
37 Salamanca;TOTAL;Hombres;97 años;2019;101
37 Salamanca;TOTAL;Hombres;98 años;2019;52
37 Salamanca;TOTAL;Hombres;99 años;2019;33
37 Salamanca;TOTAL;Hombres;100 años y más;2019;65
40 Segovia;TOTAL;Hombres;0 años;2019;490
40 Segovia;TOTAL;Hombres;1 año;2019;564
40 Segovia;TOTAL;Hombres;2 años;2019;607
40 Segovia;TOTAL;Hombres;3 años;2019;606
40 Segovia;TOTAL;Hombres;4 años;2019;713
40 Segovia;TOTAL;Hombres;5 años;2019;609
40 Segovia;TOTAL;Hombres;6 años;2019;703
40 Segovia;TOTAL;Hombres;7 años;2019;731
40 Segovia;TOTAL;Hombres;8 años;2019;752
40 Segovia;TOTAL;Hombres;9 años;2019;728
40 Segovia;TOTAL;Hombres;10 años;2019;789
40 Segovia;TOTAL;Hombres;11 años;2019;725
40 Segovia;TOTAL;Hombres;12 años;2019;756
40 Segovia;TOTAL;Hombres;13 años;2019;764
40 Segovia;TOTAL;Hombres;14 años;2019;737
40 Segovia;TOTAL;Hombres;15 años;2019;757
40 Segovia;TOTAL;Hombres;16 años;2019;748
40 Segovia;TOTAL;Hombres;17 años;2019;696
40 Segovia;TOTAL;Hombres;18 años;2019;733
40 Segovia;TOTAL;Hombres;19 años;2019;698
40 Segovia;TOTAL;Hombres;20 años;2019;750
40 Segovia;TOTAL;Hombres;21 años;2019;811
40 Segovia;TOTAL;Hombres;22 años;2019;782
40 Segovia;TOTAL;Hombres;23 años;2019;802
40 Segovia;TOTAL;Hombres;24 años;2019;792
40 Segovia;TOTAL;Hombres;25 años;2019;782
40 Segovia;TOTAL;Hombres;26 años;2019;785
40 Segovia;TOTAL;Hombres;27 años;2019;845
40 Segovia;TOTAL;Hombres;28 años;2019;855
40 Segovia;TOTAL;Hombres;29 años;2019;797
40 Segovia;TOTAL;Hombres;30 años;2019;809
40 Segovia;TOTAL;Hombres;31 años;2019;777
40 Segovia;TOTAL;Hombres;32 años;2019;870
40 Segovia;TOTAL;Hombres;33 años;2019;930
40 Segovia;TOTAL;Hombres;34 años;2019;851
40 Segovia;TOTAL;Hombres;35 años;2019;928
40 Segovia;TOTAL;Hombres;36 años;2019;940
40 Segovia;TOTAL;Hombres;37 años;2019;1.057
40 Segovia;TOTAL;Hombres;38 años;2019;1.075
40 Segovia;TOTAL;Hombres;39 años;2019;1.151
40 Segovia;TOTAL;Hombres;40 años;2019;1.100
40 Segovia;TOTAL;Hombres;41 años;2019;1.161
40 Segovia;TOTAL;Hombres;42 años;2019;1.155
40 Segovia;TOTAL;Hombres;43 años;2019;1.197
40 Segovia;TOTAL;Hombres;44 años;2019;1.204
40 Segovia;TOTAL;Hombres;45 años;2019;1.250
40 Segovia;TOTAL;Hombres;46 años;2019;1.202
40 Segovia;TOTAL;Hombres;47 años;2019;1.279
40 Segovia;TOTAL;Hombres;48 años;2019;1.189
40 Segovia;TOTAL;Hombres;49 años;2019;1.283
40 Segovia;TOTAL;Hombres;50 años;2019;1.238
40 Segovia;TOTAL;Hombres;51 años;2019;1.316
40 Segovia;TOTAL;Hombres;52 años;2019;1.300
40 Segovia;TOTAL;Hombres;53 años;2019;1.239
40 Segovia;TOTAL;Hombres;54 años;2019;1.353
40 Segovia;TOTAL;Hombres;55 años;2019;1.323
40 Segovia;TOTAL;Hombres;56 años;2019;1.228
40 Segovia;TOTAL;Hombres;57 años;2019;1.271
40 Segovia;TOTAL;Hombres;58 años;2019;1.185
40 Segovia;TOTAL;Hombres;59 años;2019;1.282
40 Segovia;TOTAL;Hombres;60 años;2019;1.138
40 Segovia;TOTAL;Hombres;61 años;2019;1.122
40 Segovia;TOTAL;Hombres;62 años;2019;1.037
40 Segovia;TOTAL;Hombres;63 años;2019;990
40 Segovia;TOTAL;Hombres;64 años;2019;914
40 Segovia;TOTAL;Hombres;65 años;2019;914
40 Segovia;TOTAL;Hombres;66 años;2019;850
40 Segovia;TOTAL;Hombres;67 años;2019;799
40 Segovia;TOTAL;Hombres;68 años;2019;793
40 Segovia;TOTAL;Hombres;69 años;2019;780
40 Segovia;TOTAL;Hombres;70 años;2019;793
40 Segovia;TOTAL;Hombres;71 años;2019;685
40 Segovia;TOTAL;Hombres;72 años;2019;673
40 Segovia;TOTAL;Hombres;73 años;2019;655
40 Segovia;TOTAL;Hombres;74 años;2019;688
40 Segovia;TOTAL;Hombres;75 años;2019;640
40 Segovia;TOTAL;Hombres;76 años;2019;545
40 Segovia;TOTAL;Hombres;77 años;2019;470
40 Segovia;TOTAL;Hombres;78 años;2019;582
40 Segovia;TOTAL;Hombres;79 años;2019;386
40 Segovia;TOTAL;Hombres;80 años;2019;417
40 Segovia;TOTAL;Hombres;81 años;2019;480
40 Segovia;TOTAL;Hombres;82 años;2019;542
40 Segovia;TOTAL;Hombres;83 años;2019;506
40 Segovia;TOTAL;Hombres;84 años;2019;509
40 Segovia;TOTAL;Hombres;85 años;2019;459
40 Segovia;TOTAL;Hombres;86 años;2019;396
40 Segovia;TOTAL;Hombres;87 años;2019;372
40 Segovia;TOTAL;Hombres;88 años;2019;342
40 Segovia;TOTAL;Hombres;89 años;2019;282
40 Segovia;TOTAL;Hombres;90 años;2019;253
40 Segovia;TOTAL;Hombres;91 años;2019;166
40 Segovia;TOTAL;Hombres;92 años;2019;157
40 Segovia;TOTAL;Hombres;93 años;2019;113
40 Segovia;TOTAL;Hombres;94 años;2019;104
40 Segovia;TOTAL;Hombres;95 años;2019;86
40 Segovia;TOTAL;Hombres;96 años;2019;49
40 Segovia;TOTAL;Hombres;97 años;2019;26
40 Segovia;TOTAL;Hombres;98 años;2019;20
40 Segovia;TOTAL;Hombres;99 años;2019;14
40 Segovia;TOTAL;Hombres;100 años y más;2019;16
41 Sevilla;TOTAL;Hombres;0 años;2019;8.164
41 Sevilla;TOTAL;Hombres;1 año;2019;9.195
41 Sevilla;TOTAL;Hombres;2 años;2019;9.823
41 Sevilla;TOTAL;Hombres;3 años;2019;10.154
41 Sevilla;TOTAL;Hombres;4 años;2019;10.403
41 Sevilla;TOTAL;Hombres;5 años;2019;10.332
41 Sevilla;TOTAL;Hombres;6 años;2019;10.880
41 Sevilla;TOTAL;Hombres;7 años;2019;11.339
41 Sevilla;TOTAL;Hombres;8 años;2019;11.757
41 Sevilla;TOTAL;Hombres;9 años;2019;12.258
41 Sevilla;TOTAL;Hombres;10 años;2019;12.921
41 Sevilla;TOTAL;Hombres;11 años;2019;12.360
41 Sevilla;TOTAL;Hombres;12 años;2019;12.361
41 Sevilla;TOTAL;Hombres;13 años;2019;11.799
41 Sevilla;TOTAL;Hombres;14 años;2019;11.449
41 Sevilla;TOTAL;Hombres;15 años;2019;11.221
41 Sevilla;TOTAL;Hombres;16 años;2019;10.750
41 Sevilla;TOTAL;Hombres;17 años;2019;10.562
41 Sevilla;TOTAL;Hombres;18 años;2019;11.005
41 Sevilla;TOTAL;Hombres;19 años;2019;10.479
41 Sevilla;TOTAL;Hombres;20 años;2019;10.115
41 Sevilla;TOTAL;Hombres;21 años;2019;10.220
41 Sevilla;TOTAL;Hombres;22 años;2019;10.055
41 Sevilla;TOTAL;Hombres;23 años;2019;10.364
41 Sevilla;TOTAL;Hombres;24 años;2019;10.519
41 Sevilla;TOTAL;Hombres;25 años;2019;11.228
41 Sevilla;TOTAL;Hombres;26 años;2019;11.227
41 Sevilla;TOTAL;Hombres;27 años;2019;11.429
41 Sevilla;TOTAL;Hombres;28 años;2019;11.116
41 Sevilla;TOTAL;Hombres;29 años;2019;11.034
41 Sevilla;TOTAL;Hombres;30 años;2019;11.155
41 Sevilla;TOTAL;Hombres;31 años;2019;11.460
41 Sevilla;TOTAL;Hombres;32 años;2019;11.661
41 Sevilla;TOTAL;Hombres;33 años;2019;12.265
41 Sevilla;TOTAL;Hombres;34 años;2019;12.769
41 Sevilla;TOTAL;Hombres;35 años;2019;13.467
41 Sevilla;TOTAL;Hombres;36 años;2019;14.276
41 Sevilla;TOTAL;Hombres;37 años;2019;14.570
41 Sevilla;TOTAL;Hombres;38 años;2019;15.590
41 Sevilla;TOTAL;Hombres;39 años;2019;16.019
41 Sevilla;TOTAL;Hombres;40 años;2019;16.916
41 Sevilla;TOTAL;Hombres;41 años;2019;17.144
41 Sevilla;TOTAL;Hombres;42 años;2019;17.125
41 Sevilla;TOTAL;Hombres;43 años;2019;16.885
41 Sevilla;TOTAL;Hombres;44 años;2019;16.675
41 Sevilla;TOTAL;Hombres;45 años;2019;16.378
41 Sevilla;TOTAL;Hombres;46 años;2019;16.202
41 Sevilla;TOTAL;Hombres;47 años;2019;15.815
41 Sevilla;TOTAL;Hombres;48 años;2019;15.548
41 Sevilla;TOTAL;Hombres;49 años;2019;15.469
41 Sevilla;TOTAL;Hombres;50 años;2019;15.098
41 Sevilla;TOTAL;Hombres;51 años;2019;15.373
41 Sevilla;TOTAL;Hombres;52 años;2019;14.968
41 Sevilla;TOTAL;Hombres;53 años;2019;14.500
41 Sevilla;TOTAL;Hombres;54 años;2019;14.771
41 Sevilla;TOTAL;Hombres;55 años;2019;13.949
41 Sevilla;TOTAL;Hombres;56 años;2019;12.898
41 Sevilla;TOTAL;Hombres;57 años;2019;12.451
41 Sevilla;TOTAL;Hombres;58 años;2019;12.319
41 Sevilla;TOTAL;Hombres;59 años;2019;11.565
41 Sevilla;TOTAL;Hombres;60 años;2019;11.455
41 Sevilla;TOTAL;Hombres;61 años;2019;11.174
41 Sevilla;TOTAL;Hombres;62 años;2019;10.052
41 Sevilla;TOTAL;Hombres;63 años;2019;9.660
41 Sevilla;TOTAL;Hombres;64 años;2019;9.023
41 Sevilla;TOTAL;Hombres;65 años;2019;9.361
41 Sevilla;TOTAL;Hombres;66 años;2019;9.080
41 Sevilla;TOTAL;Hombres;67 años;2019;8.604
41 Sevilla;TOTAL;Hombres;68 años;2019;7.376
41 Sevilla;TOTAL;Hombres;69 años;2019;8.014
41 Sevilla;TOTAL;Hombres;70 años;2019;8.305
41 Sevilla;TOTAL;Hombres;71 años;2019;7.579
41 Sevilla;TOTAL;Hombres;72 años;2019;6.683
41 Sevilla;TOTAL;Hombres;73 años;2019;7.453
41 Sevilla;TOTAL;Hombres;74 años;2019;7.025
41 Sevilla;TOTAL;Hombres;75 años;2019;6.882
41 Sevilla;TOTAL;Hombres;76 años;2019;5.406
41 Sevilla;TOTAL;Hombres;77 años;2019;4.560
41 Sevilla;TOTAL;Hombres;78 años;2019;5.349
41 Sevilla;TOTAL;Hombres;79 años;2019;3.995
41 Sevilla;TOTAL;Hombres;80 años;2019;3.690
41 Sevilla;TOTAL;Hombres;81 años;2019;3.519
41 Sevilla;TOTAL;Hombres;82 años;2019;3.653
41 Sevilla;TOTAL;Hombres;83 años;2019;3.334
41 Sevilla;TOTAL;Hombres;84 años;2019;2.756
41 Sevilla;TOTAL;Hombres;85 años;2019;2.809
41 Sevilla;TOTAL;Hombres;86 años;2019;2.431
41 Sevilla;TOTAL;Hombres;87 años;2019;1.811
41 Sevilla;TOTAL;Hombres;88 años;2019;1.496
41 Sevilla;TOTAL;Hombres;89 años;2019;1.289
41 Sevilla;TOTAL;Hombres;90 años;2019;972
41 Sevilla;TOTAL;Hombres;91 años;2019;752
41 Sevilla;TOTAL;Hombres;92 años;2019;534
41 Sevilla;TOTAL;Hombres;93 años;2019;356
41 Sevilla;TOTAL;Hombres;94 años;2019;307
41 Sevilla;TOTAL;Hombres;95 años;2019;212
41 Sevilla;TOTAL;Hombres;96 años;2019;144
41 Sevilla;TOTAL;Hombres;97 años;2019;94
41 Sevilla;TOTAL;Hombres;98 años;2019;49
41 Sevilla;TOTAL;Hombres;99 años;2019;47
41 Sevilla;TOTAL;Hombres;100 años y más;2019;121
42 Soria;TOTAL;Hombres;0 años;2019;272
42 Soria;TOTAL;Hombres;1 año;2019;322
42 Soria;TOTAL;Hombres;2 años;2019;329
42 Soria;TOTAL;Hombres;3 años;2019;361
42 Soria;TOTAL;Hombres;4 años;2019;327
42 Soria;TOTAL;Hombres;5 años;2019;344
42 Soria;TOTAL;Hombres;6 años;2019;368
42 Soria;TOTAL;Hombres;7 años;2019;362
42 Soria;TOTAL;Hombres;8 años;2019;390
42 Soria;TOTAL;Hombres;9 años;2019;401
42 Soria;TOTAL;Hombres;10 años;2019;416
42 Soria;TOTAL;Hombres;11 años;2019;402
42 Soria;TOTAL;Hombres;12 años;2019;395
42 Soria;TOTAL;Hombres;13 años;2019;418
42 Soria;TOTAL;Hombres;14 años;2019;374
42 Soria;TOTAL;Hombres;15 años;2019;411
42 Soria;TOTAL;Hombres;16 años;2019;388
42 Soria;TOTAL;Hombres;17 años;2019;428
42 Soria;TOTAL;Hombres;18 años;2019;463
42 Soria;TOTAL;Hombres;19 años;2019;406
42 Soria;TOTAL;Hombres;20 años;2019;429
42 Soria;TOTAL;Hombres;21 años;2019;401
42 Soria;TOTAL;Hombres;22 años;2019;425
42 Soria;TOTAL;Hombres;23 años;2019;433
42 Soria;TOTAL;Hombres;24 años;2019;430
42 Soria;TOTAL;Hombres;25 años;2019;437
42 Soria;TOTAL;Hombres;26 años;2019;449
42 Soria;TOTAL;Hombres;27 años;2019;416
42 Soria;TOTAL;Hombres;28 años;2019;420
42 Soria;TOTAL;Hombres;29 años;2019;452
42 Soria;TOTAL;Hombres;30 años;2019;428
42 Soria;TOTAL;Hombres;31 años;2019;467
42 Soria;TOTAL;Hombres;32 años;2019;506
42 Soria;TOTAL;Hombres;33 años;2019;509
42 Soria;TOTAL;Hombres;34 años;2019;496
42 Soria;TOTAL;Hombres;35 años;2019;504
42 Soria;TOTAL;Hombres;36 años;2019;523
42 Soria;TOTAL;Hombres;37 años;2019;581
42 Soria;TOTAL;Hombres;38 años;2019;574
42 Soria;TOTAL;Hombres;39 años;2019;661
42 Soria;TOTAL;Hombres;40 años;2019;638
42 Soria;TOTAL;Hombres;41 años;2019;634
42 Soria;TOTAL;Hombres;42 años;2019;666
42 Soria;TOTAL;Hombres;43 años;2019;632
42 Soria;TOTAL;Hombres;44 años;2019;685
42 Soria;TOTAL;Hombres;45 años;2019;648
42 Soria;TOTAL;Hombres;46 años;2019;685
42 Soria;TOTAL;Hombres;47 años;2019;688
42 Soria;TOTAL;Hombres;48 años;2019;687
42 Soria;TOTAL;Hombres;49 años;2019;746
42 Soria;TOTAL;Hombres;50 años;2019;686
42 Soria;TOTAL;Hombres;51 años;2019;781
42 Soria;TOTAL;Hombres;52 años;2019;768
42 Soria;TOTAL;Hombres;53 años;2019;738
42 Soria;TOTAL;Hombres;54 años;2019;783
42 Soria;TOTAL;Hombres;55 años;2019;787
42 Soria;TOTAL;Hombres;56 años;2019;735
42 Soria;TOTAL;Hombres;57 años;2019;736
42 Soria;TOTAL;Hombres;58 años;2019;758
42 Soria;TOTAL;Hombres;59 años;2019;714
42 Soria;TOTAL;Hombres;60 años;2019;712
42 Soria;TOTAL;Hombres;61 años;2019;662
42 Soria;TOTAL;Hombres;62 años;2019;615
42 Soria;TOTAL;Hombres;63 años;2019;547
42 Soria;TOTAL;Hombres;64 años;2019;548
42 Soria;TOTAL;Hombres;65 años;2019;573
42 Soria;TOTAL;Hombres;66 años;2019;485
42 Soria;TOTAL;Hombres;67 años;2019;473
42 Soria;TOTAL;Hombres;68 años;2019;527
42 Soria;TOTAL;Hombres;69 años;2019;497
42 Soria;TOTAL;Hombres;70 años;2019;459
42 Soria;TOTAL;Hombres;71 años;2019;434
42 Soria;TOTAL;Hombres;72 años;2019;483
42 Soria;TOTAL;Hombres;73 años;2019;446
42 Soria;TOTAL;Hombres;74 años;2019;452
42 Soria;TOTAL;Hombres;75 años;2019;444
42 Soria;TOTAL;Hombres;76 años;2019;390
42 Soria;TOTAL;Hombres;77 años;2019;350
42 Soria;TOTAL;Hombres;78 años;2019;388
42 Soria;TOTAL;Hombres;79 años;2019;246
42 Soria;TOTAL;Hombres;80 años;2019;278
42 Soria;TOTAL;Hombres;81 años;2019;310
42 Soria;TOTAL;Hombres;82 años;2019;361
42 Soria;TOTAL;Hombres;83 años;2019;352
42 Soria;TOTAL;Hombres;84 años;2019;295
42 Soria;TOTAL;Hombres;85 años;2019;319
42 Soria;TOTAL;Hombres;86 años;2019;316
42 Soria;TOTAL;Hombres;87 años;2019;276
42 Soria;TOTAL;Hombres;88 años;2019;250
42 Soria;TOTAL;Hombres;89 años;2019;218
42 Soria;TOTAL;Hombres;90 años;2019;197
42 Soria;TOTAL;Hombres;91 años;2019;148
42 Soria;TOTAL;Hombres;92 años;2019;115
42 Soria;TOTAL;Hombres;93 años;2019;86
42 Soria;TOTAL;Hombres;94 años;2019;68
42 Soria;TOTAL;Hombres;95 años;2019;59
42 Soria;TOTAL;Hombres;96 años;2019;49
42 Soria;TOTAL;Hombres;97 años;2019;21
42 Soria;TOTAL;Hombres;98 años;2019;21
42 Soria;TOTAL;Hombres;99 años;2019;5
42 Soria;TOTAL;Hombres;100 años y más;2019;26
43 Tarragona;TOTAL;Hombres;0 años;2019;3.337
43 Tarragona;TOTAL;Hombres;1 año;2019;3.693
43 Tarragona;TOTAL;Hombres;2 años;2019;3.837
43 Tarragona;TOTAL;Hombres;3 años;2019;4.107
43 Tarragona;TOTAL;Hombres;4 años;2019;4.201
43 Tarragona;TOTAL;Hombres;5 años;2019;4.114
43 Tarragona;TOTAL;Hombres;6 años;2019;4.375
43 Tarragona;TOTAL;Hombres;7 años;2019;4.599
43 Tarragona;TOTAL;Hombres;8 años;2019;4.757
43 Tarragona;TOTAL;Hombres;9 años;2019;4.801
43 Tarragona;TOTAL;Hombres;10 años;2019;5.067
43 Tarragona;TOTAL;Hombres;11 años;2019;4.759
43 Tarragona;TOTAL;Hombres;12 años;2019;4.761
43 Tarragona;TOTAL;Hombres;13 años;2019;4.676
43 Tarragona;TOTAL;Hombres;14 años;2019;4.521
43 Tarragona;TOTAL;Hombres;15 años;2019;4.457
43 Tarragona;TOTAL;Hombres;16 años;2019;4.303
43 Tarragona;TOTAL;Hombres;17 años;2019;4.206
43 Tarragona;TOTAL;Hombres;18 años;2019;4.338
43 Tarragona;TOTAL;Hombres;19 años;2019;4.058
43 Tarragona;TOTAL;Hombres;20 años;2019;4.060
43 Tarragona;TOTAL;Hombres;21 años;2019;4.059
43 Tarragona;TOTAL;Hombres;22 años;2019;4.040
43 Tarragona;TOTAL;Hombres;23 años;2019;3.965
43 Tarragona;TOTAL;Hombres;24 años;2019;4.067
43 Tarragona;TOTAL;Hombres;25 años;2019;4.072
43 Tarragona;TOTAL;Hombres;26 años;2019;4.234
43 Tarragona;TOTAL;Hombres;27 años;2019;4.197
43 Tarragona;TOTAL;Hombres;28 años;2019;4.178
43 Tarragona;TOTAL;Hombres;29 años;2019;4.274
43 Tarragona;TOTAL;Hombres;30 años;2019;4.504
43 Tarragona;TOTAL;Hombres;31 años;2019;4.590
43 Tarragona;TOTAL;Hombres;32 años;2019;4.554
43 Tarragona;TOTAL;Hombres;33 años;2019;4.920
43 Tarragona;TOTAL;Hombres;34 años;2019;5.067
43 Tarragona;TOTAL;Hombres;35 años;2019;5.312
43 Tarragona;TOTAL;Hombres;36 años;2019;5.811
43 Tarragona;TOTAL;Hombres;37 años;2019;6.180
43 Tarragona;TOTAL;Hombres;38 años;2019;6.586
43 Tarragona;TOTAL;Hombres;39 años;2019;6.854
43 Tarragona;TOTAL;Hombres;40 años;2019;7.190
43 Tarragona;TOTAL;Hombres;41 años;2019;7.578
43 Tarragona;TOTAL;Hombres;42 años;2019;7.345
43 Tarragona;TOTAL;Hombres;43 años;2019;7.367
43 Tarragona;TOTAL;Hombres;44 años;2019;7.123
43 Tarragona;TOTAL;Hombres;45 años;2019;6.863
43 Tarragona;TOTAL;Hombres;46 años;2019;7.102
43 Tarragona;TOTAL;Hombres;47 años;2019;6.699
43 Tarragona;TOTAL;Hombres;48 años;2019;6.543
43 Tarragona;TOTAL;Hombres;49 años;2019;6.396
43 Tarragona;TOTAL;Hombres;50 años;2019;6.300
43 Tarragona;TOTAL;Hombres;51 años;2019;6.256
43 Tarragona;TOTAL;Hombres;52 años;2019;6.132
43 Tarragona;TOTAL;Hombres;53 años;2019;5.940
43 Tarragona;TOTAL;Hombres;54 años;2019;5.908
43 Tarragona;TOTAL;Hombres;55 años;2019;5.540
43 Tarragona;TOTAL;Hombres;56 años;2019;5.428
43 Tarragona;TOTAL;Hombres;57 años;2019;5.192
43 Tarragona;TOTAL;Hombres;58 años;2019;5.253
43 Tarragona;TOTAL;Hombres;59 años;2019;5.121
